x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	2.360e+00	3.868e+01	4.317e+01	4.857e+01	7.764e+01
0	1	nan	3.908e+01	4.814e+01	7.127e+01	1.943e+02
0	2	nan	4.531e+01	4.531e+01	7.297e+01	1.328e+02
0	3	nan	3.688e+01	9.588e+01	1.078e+02	1.668e+02
0	4	nan	4.459e+01	8.787e+01	1.547e+02	1.767e+02
0	5	nan	4.782e+01	6.713e+01	1.293e+02	2.951e+02
0	6	nan	nan	6.381e+01	1.529e+02	2.335e+02
0	7	nan	nan	1.230e+02	2.068e+02	2.694e+02
0	8	nan	nan	8.839e+01	2.315e+02	2.618e+02
0	9	nan	9.591e+01	1.236e+02	1.967e+02	2.478e+02
1	0	nan	nan	nan	5.147e+01	6.903e+01
1	1	nan	8.505e+01	8.505e+01	1.677e+02	2.245e+02
1	2	nan	6.266e+01	8.694e+01	1.038e+02	1.764e+02
1	3	nan	7.026e+01	1.018e+02	2.110e+02	2.110e+02
1	4	nan	8.236e+01	9.041e+01	1.195e+02	2.814e+02
1	5	nan	9.605e+01	1.386e+02	1.682e+02	3.722e+02
1	6	nan	7.449e+01	1.075e+02	1.579e+02	1.989e+02
1	7	nan	8.118e+01	1.101e+02	1.503e+02	3.081e+02
1	8	nan	9.193e+01	9.681e+01	2.342e+02	2.865e+02
1	9	nan	9.175e+01	1.862e+02	2.460e+02	3.018e+02
2	0	nan	nan	nan	1.121e+02	1.121e+02
2	1	nan	nan	nan	1.098e+02	2.001e+02
2	2	nan	nan	1.203e+02	1.418e+02	1.728e+02
2	3	nan	1.081e+02	1.081e+02	1.847e+02	2.511e+02
2	4	nan	nan	1.302e+02	2.159e+02	3.199e+02
2	5	nan	nan	1.282e+02	1.677e+02	2.725e+02
2	6	nan	9.430e+01	1.268e+02	1.519e+02	3.246e+02
2	7	nan	1.158e+02	1.391e+02	2.204e+02	3.263e+02
2	8	nan	1.291e+02	1.894e+02	2.689e+02	3.536e+02
2	9	nan	1.459e+02	1.876e+02	2.670e+02	3.246e+02
3	0	nan	nan	nan	nan	1.822e+02
3	1	nan	nan	nan	nan	2.394e+02
3	2	nan	nan	1.508e+02	2.107e+02	4.211e+02
3	3	nan	nan	1.566e+02	1.747e+02	2.448e+02
3	4	nan	nan	nan	2.126e+02	4.037e+02
3	5	nan	nan	nan	1.969e+02	3.920e+02
3	6	nan	nan	1.865e+02	2.108e+02	3.492e+02
3	7	nan	1.746e+02	2.553e+02	2.761e+02	3.719e+02
3	8	nan	1.881e+02	2.370e+02	2.846e+02	4.037e+02
3	9	nan	1.853e+02	1.940e+02	2.764e+02	3.571e+02
4	0	nan	nan	nan	nan	4.678e+02
4	1	nan	nan	nan	nan	2.019e+02
4	2	nan	nan	nan	3.462e+02	3.462e+02
4	3	nan	nan	nan	2.312e+02	3.314e+02
4	4	nan	nan	nan	nan	4.153e+02
4	5	nan	nan	3.070e+02	3.070e+02	4.042e+02
4	6	nan	nan	2.450e+02	2.450e+02	3.291e+02
4	7	nan	nan	2.479e+02	2.501e+02	3.416e+02
4	8	nan	nan	2.147e+02	3.127e+02	3.835e+02
4	9	nan	2.402e+02	2.957e+02	2.957e+02	3.937e+02
5	0	nan	nan	nan	nan	4.779e+02
5	1	nan	nan	nan	nan	4.682e+02
5	2	nan	nan	nan	3.265e+02	4.495e+02
5	3	nan	nan	nan	nan	4.121e+02
5	4	nan	nan	nan	nan	3.874e+02
5	5	nan	nan	nan	2.719e+02	3.957e+02
5	6	nan	nan	nan	2.954e+02	3.545e+02
5	7	nan	nan	2.582e+02	3.457e+02	3.684e+02
5	8	nan	nan	2.953e+02	3.314e+02	3.741e+02
5	9	nan	nan	3.161e+02	3.477e+02	3.764e+02
6	0	nan	nan	nan	nan	4.849e+02
6	1	nan	nan	nan	3.158e+02	4.702e+02
6	2	nan	nan	nan	nan	4.736e+02
6	3	nan	nan	nan	3.992e+02	4.073e+02
6	4	nan	nan	3.762e+02	3.847e+02	4.226e+02
6	5	nan	nan	nan	3.435e+02	4.184e+02
6	6	nan	nan	nan	3.132e+02	3.923e+02
6	7	nan	nan	nan	3.333e+02	3.820e+02
6	8	nan	nan	3.142e+02	3.499e+02	3.992e+02
6	9	nan	nan	nan	3.718e+02	3.860e+02
7	0	nan	nan	nan	nan	4.685e+02
7	1	nan	nan	nan	4.490e+02	4.490e+02
7	2	nan	nan	nan	4.063e+02	4.270e+02
7	3	nan	nan	3.532e+02	3.532e+02	4.396e+02
7	4	nan	nan	3.984e+02	3.984e+02	4.458e+02
7	5	nan	nan	nan	3.687e+02	4.274e+02
7	6	nan	nan	nan	nan	4.249e+02
7	7	nan	nan	nan	nan	4.067e+02
7	8	nan	nan	3.877e+02	3.877e+02	4.001e+02
7	9	nan	nan	nan	3.757e+02	3.971e+02
8	0	nan	nan	nan	4.607e+02	4.889e+02
