row;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
0.0;-0.014332601088766331;0.019963354848430304;0.019264078699899396;-0.00394455975771733;0.01677628776217006;-0.01317878432639383;0.007672492538562788;-0.012612401397925063;-0.008535066295252105;0.0016301558566753152;-7.682624975526263E-4;0.01820520726239865;-0.00182901700975183;4.929779242582831E-4;-0.007178856111115701;-0.013807702155219249;0.011429905126720794;0.0010673000190313357;0.011135366260419506;0.0014760942873794404;-0.009133251751286448;0.0030996413257632777;0.011527353973586705;-0.009349959878435793;-0.00993260626451423;0.017810256731684845;-0.015910173971577204;0.011405997649699847;-0.001114796628242206;-0.017375921156380418;0.017113192029997903;-0.01461574545765693;0.016215551933222865
1.0;-0.015788783267596116;0.008348282700927434;0.02049967604357803;0.004439608869439992;0.0010890974766581962;-0.01915862542975141;0.018106893932358148;-0.009195922481926803;-0.01496723802255862;-0.011725278275190529;0.0035247759496638345;0.020498047413417136;0.008213013807364325;-0.0191334612339468;-0.007557320708739786;-0.01901706332261577;0.010910653741827522;0.0013946264076982716;0.018197118456301422;-0.0035676374038650016;-0.017971864925865794;0.0017915932259754436;0.0038586302305505926;-0.011504152783620604;-0.02234231873217964;0.02182532873834843;-0.011117586699372134;0.010101645388964804;-0.008718529206872293;-0.010024712393653226;0.015852017537646323;-0.015003531024459024;0.010938449146902098
2.0;-0.01715820024451993;-0.003229982362371835;0.021704292196483753;0.012921564548411691;-0.014700049869640412;-0.025212148929807048;0.028698216982354016;-0.005567057827854587;-0.021330391313419246;-0.025078747491856155;0.0077752051348469525;0.022861586616726014;0.018201782346847703;-0.03854779683465649;-0.008025409557309812;-0.024174847205059323;0.010312379597333636;0.0017593288157611118;0.02534426723945243;-0.008730387153871443;-0.02670852798295769;5.083985596872048E-4;-0.003733226232267511;-0.013695338405780803;-0.0346153099306431;0.02578391372991408;-0.006177052238614633;0.008955770283465909;-0.016220185771388472;-0.0029112647542394177;0.014603380163181917;-0.01568885078124903;0.005633512432453824
3.0;-0.01843999501114408;-0.01477107678580905;0.022877621147220795;0.021502062523329736;-0.030591941727318078;-0.03133992390188005;0.03944483378135962;-0.00172801072796648;-0.02762524216594225;-0.03843025202316752;0.011983030042215247;0.025295816602303487;0.02813771049554816;-0.05775170893560945;-0.008582412749278016;-0.029282027848321124;0.009636575051452436;0.002160701390756491;0.032577087300433266;-0.014012537801560546;-0.035342912985160485;-7.499904982146833E-4;-0.011248363329496032;-0.015923445560350337;-0.046763172526368295;0.02968418700305124;-0.0010762698096995543;0.007958580339818246;-0.02361863235863907;0.003969836502656089;0.013370345860033005;-0.01665842404336074;2.962531586950014E-4
4.0;-0.019633315205934018;-0.026274638984992257;0.024019358543644183;0.030181678456626948;-0.046587178307226515;-0.03754238410674909;0.05034508235053305;0.002318969411176642;-0.03385252156387999;-0.05177979366958731;0.016148289714871478;0.027800672588216432;0.03802130845144705;-0.07674722927130295;-0.009227471776260144;-0.03433956270693276;0.008884707042572531;0.00259805030323651;0.03989577672856308;-0.019414365425953515;-0.043874783444928164;-0.0019836252399872845;-0.018686939699026867;-0.018188397902145405;-0.05879709567406654;0.03352425431162974;0.004196029126687782;0.007100627496347719;-0.03091322841004813;0.010624682905127684;0.012155731681838988;-0.01789965488277058;-0.0050775196864745
5.0;-0.020781261241722106;-0.020050042516374638;0.03761707695993566;0.03841499169482583;-0.042601689252002355;-0.03584564094561805;0.06066263374709009;3.4259378315933293E-5;-0.02957268495100252;-0.0651360141459405;0.0031762797920304696;0.017702430408853213;0.04815693147107206;-0.07610890213399603;-0.018649245431591153;-0.03958437706502907;0.008166563811339553;0.009909531933475157;0.04678539472305622;-0.03030188390657084;-0.04113879095853194;-0.0034077345930019274;-0.009210583017576759;-0.008028021634548589;-0.07069715666965853;0.037350083066201606;0.00826165896750429;0.006150576415001158;-0.038422128155644844;0.017751908972036365;0.010730596510717453;-0.018380436467405913;-0.009881988325174302
6.0;-0.021747222642687778;-0.013733752830583508;0.05151204237739939;0.04669349169317263;-0.038831492706760784;-0.0342564221605518;0.0711239289061114;-0.002229084716326379;-0.025422586247026657;-0.07848864567046983;-0.010109270699005184;0.00707290282211811;0.05829016179868473;-0.07547947067115997;-0.028072609258442884;-0.04484305843813343;0.007443905907110495;0.017225889499116104;0.0536698658429145;-0.04118554448184193;-0.03841720006165655;-0.0047787311857114155;2.8968118196584687E-4;0.0021279669128281622;-0.08249096763651352;0.04102898176483645;0.012366759484770215;0.00533061034321641;-0.04576644427798405;0.024784547751928364;0.009264718754518203;-0.01894631006154681;-0.01480265515013442
7.0;-0.022258142903113537;-0.024947830866842807;0.06615025523752488;0.05526890958896177;-0.05471808785156147;-0.03337373581021766;0.08178124125225746;0.0014890932021300197;-0.021449405549998468;-0.09183960079987487;-0.005913359593202346;-0.003804787545905299;0.06815405050410622;-0.09439650389876085;-0.03767497622265782;-0.04996242001425776;0.006786764052182972;0.024493259281161157;0.060885014873775185;-0.046443066842049276;-0.0347703316175863;-0.006098054164701625;-0.007413913771081844;0.012279686629918983;-0.09422072810694257;0.0442996268539545;0.0171770351365451;0.0046254020506100385;-0.053027719340716664;0.03110419951657152;0.007916409277654931;-0.02023066284522573;-0.019850071440198687
8.0;-0.023810494929640196;-0.036603699688637546;0.06742019188235938;0.06414101191583516;-0.07091401917138006;-0.039721234223594915;0.09306351293569817;0.0060531228234765025;-0.027508660733361084;-0.10518851408814063;-0.0017617258913935358;-0.0012773227848228781;0.07785427118168152;-0.11266177057605052;-0.03862860356366457;-0.05460834627561874;0.005404260924379258;0.025228884671908477;0.06844611556673175;-0.05218274541674786;-0.04301280108699015;-0.007440795523723015;-0.015189937637427885;0.010177132381413198;-0.10583357358151228;0.04855994387091997;0.0226622344168676;0.004217985384633803;-0.06017393587054139;0.03690370914877715;0.006999359644831809;-0.022297519967733024;-0.024796412128160288
9.0;-0.02527704629496373;-0.04822317059868594;0.06865949174430416;0.07311280274484971;-0.08721389008733087;-0.046143847773636115;0.10449331612928962;0.01081682908239613;-0.033503027523345455;-0.11853546927504773;0.002347446306799194;0.0013205958616643813;0.08750550066618946;-0.13073194221051881;-0.039664668216344;-0.059213413484277194;0.003959156690252011;0.025994119002864653;0.07609310817736707;-0.0580421323970442;-0.051152729092166865;-0.008758622696001797;-0.02288890632450548;0.00803749498868687;-0.1173742169187585;0.052755292683828725;0.028355252258040493;0.003914800122584425;-0.06721868739128144;0.04250555096544583;0.006106990195741337;-0.024589411504356173;-0.02979267759524834
10.0;-0.02625886087287255;-0.04191486855865269;0.08252856316632151;0.08132568932584752;-0.08313107813741419;-0.04439849826047973;0.11554467402327726;0.0086411913600105;-0.029885498052586338;-0.13188118509068392;-0.011542279275526535;-0.010332688910140074;0.09770281403950853;-0.12986425947640948;-0.049045442761450425;-0.06439239422211997;0.0032624468581622657;0.03328245214155923;0.08294313817574776;-0.06889997719165128;-0.04852750869765379;-0.010138265846404029;-0.013392534179024636;0.01819419784041919;-0.12870898481792034;0.0565519091041848;0.03197304011306967;0.0036439784334114963;-0.07414626004882904;0.04932178986554621;0.004601220973670625;-0.025501610214837933;-0.03454887095610693
11.0;-0.027053586810324985;-0.035512301640945536;0.09670321828436529;0.08958414173594045;-0.07926536477308352;-0.042761575138755045;0.12674084894481583;0.006487079104960498;-0.0263986751808873;-0.14522313513614216;-0.025760992757168144;-0.022543434144285564;0.10789716051534437;-0.12900760722765436;-0.05842818909225196;-0.0695858966184092;0.0025610092213352786;0.04057589140211766;0.08978753224583363;-0.07975359750452099;-0.04591805832507228;-0.01146458290060106;-0.003872158487079568;0.02834649534795113;-0.13996798608027008;0.06019688514205377;0.035654904149870395;0.0034790403801981023;-0.08088691935274471;0.05606884591729247;0.0030617418749478227;-0.0264716036557149;-0.0394378375501097
12.0;-0.027655612849334665;-0.02901264260524465;0.1111926223206032;0.09788730892854978;-0.07561269517931235;-0.04123105329641419;0.13808191267620074;0.004354502986899281;-0.023042623696345865;-0.1585612799382365;-0.04031214262274542;-0.03531748319803392;0.1180885674262591;-0.12816188384583624;-0.06781288904366022;-0.07479377640803525;0.0018548907480475144;0.047874386057879977;0.09662622089739933;-0.09060294124837104;-0.043324572416636765;-0.012737350633691231;0.0056723212310137855;0.038494369070357956;-0.15115885344855493;0.06368496525460571;0.039404637106959496;0.003414004688594816;-0.08743725691922646;0.06275279726586551;0.0014904763488127993;-0.027492486265785262;-0.04446402071757543
13.0;-0.030211184998754602;-0.02349728055667738;0.11282077808245498;0.10650242041399345;-0.07344628548908837;-0.0473849094966901;0.15009538816590245;0.0023218735227952393;-0.028780275446164977;-0.17190228761692272;-0.05461318382224126;-0.032505568957916044;0.12803692592034768;-0.12821977847485821;-0.06834897573629864;-0.07903676944470023;0.0014629096839526299;0.04890200122736853;0.10381251509860162;-0.1017128371531851;-0.05201450199061127;-0.01418098316992624;0.015139889989309792;0.03654198476774869;-0.16221412522420708;0.06894398466440914;0.04386955712041387;0.0036733974786730653;-0.09406365779344632;0.0686616022915174;8.647781798554644E-4;-0.02928951824637956;-0.04894520724563775
14.0;-0.03275413391875224;-0.01797555827600601;0.11444442647648752;0.11517236128943356;-0.0715411106595738;-0.05358007955999258;0.16228707342244775;3.157329915187408E-4;-0.03443954566621478;-0.18524038660044848;-0.06916833652227461;-0.029588997788468865;0.1379668664938561;-0.1283461482043387;-0.06891605420039978;-0.08322238660136981;0.00108960843926308;0.04997119442884384;0.11101820868615565;-0.11283727411478209;-0.06068127174308714;-0.015595543708927139;0.024620544855273076;0.034546328690814636;-0.17320466685802066;0.07420038048019267;0.048434285722035016;0.004040387199431692;-0.10053489704157151;0.07446022597729055;2.859991547342833E-4;-0.031177513504609566;-0.05349236284687945
15.0;-0.035284231231926436;-0.012447360694952052;0.11606348595613976;0.12389645047770931;-0.06989392569575317;-0.05981605029570371;0.1746573869933112;-0.0016638563944256124;-0.04002025026786801;-0.19857557725170644;-0.0839775690195569;-0.02656778274683;0.14787851379720746;-0.12854052960246914;-0.06951391468712642;-0.08735105815809453;7.348469280466182E-4;0.05108165385536358;0.1182432172351329;-0.123976188851383;-0.06932498246417389;-0.016980762411936398;0.034114407290769685;0.03250699920214073;-0.18413690101231042;0.07945318838764868;0.05310194263967664;0.004510073027878448;-0.10685056792271899;0.08015397974444158;-2.446222729553583E-4;-0.033150482929500034;-0.05810901718715628
16.0;-0.035312809712528606;-0.02345682220160169;0.13148953811782255;0.13273858543399816;-0.08605861172319802;-0.059568031830878325;0.18633767436220486;0.0034388678670788813;-0.0369703697407712;-0.2119187421292241;-0.07995058982691686;-0.03859869203520581;0.15756736608335672;-0.14676052453450814;-0.07923261000767803;-0.09245045394950221;4.711502931707017E-5;0.05834200324574699;0.12592692083122536;-0.12988674029110417;-0.0643670406026795;-0.018345753680881264;0.026269568382794043;0.04266249164123091;-0.19517239283260995;0.08247018860506723;0.058143073988492625;0.004675193556548285;-0.11356676511796847;0.08533238703980695;-0.0017452142805518167;-0.0358970954692641;-0.06281734904901223
17.0;-0.03508690841193359;-0.03435832961457228;0.147331248183227;0.14166116535841042;-0.10230717319583489;-0.0595114365833119;0.19812821736427058;0.008690817701363077;-0.034020001951111746;-0.22525907745011398;-0.07598496967907331;-0.05104847073711798;0.16722541892008802;-0.16485786844445804;-0.0889717744931141;-0.09757912040551224;-5.957706024108353E-4;0.06561264482011522;0.13368387603666235;-0.1358993832150893;-0.05920413171082942;-0.01966219390457133;0.018574889282739458;0.05281397320983072;-0.20619020520683806;0.08526635723584033;0.06338188887519297;0.004889950177323905;-0.12014931935110962;0.09040787484784266;-0.00327999518667943;-0.03879424599849446;-0.06766462633086712
18.0;-0.034602758274876654;-0.04515028404477638;0.16359477238843198;0.15066346608986547;-0.11863885507162145;-0.05964454137196402;0.21002712956881978;0.014089439917338988;-0.031167444274938325;-0.2385965775665138;-0.07208083105013724;-0.06391795492586601;0.17685321022231978;-0.18283470344251218;-0.09873105064778556;-0.10273640722519027;-0.001194806308345233;0.07289334991892288;0.14151505607659076;-0.14201547401674264;-0.05383353258472402;-0.020930388158402046;0.011029426446289993;0.06296146911064991;-0.21719710036874895;0.08783678432118341;0.0688209953002508;0.005148550079348963;-0.1265998010693683;0.09538858090527294;-0.004846681300290701;-0.04183834960443793;-0.07265219866239994
