n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.maturePerformance	xor._.me.hebbian.network.best.quality.maturePerformance.min	xor._.me.hebbian.network.best.quality.maturePerformance.max	xor._.me.hebbian.layer.best.quality.maturePerformance	xor._.me.hebbian.layer.best.quality.maturePerformance.min	xor._.me.hebbian.layer.best.quality.maturePerformance.max	xor._.me.hebbian.neuron.best.quality.maturePerformance	xor._.me.hebbian.neuron.best.quality.maturePerformance.min	xor._.me.hebbian.neuron.best.quality.maturePerformance.max	xor._.me.hebbian.synapse.best.quality.maturePerformance	xor._.me.hebbian.synapse.best.quality.maturePerformance.min	xor._.me.hebbian.synapse.best.quality.maturePerformance.max	xor._.me.freeForm.best.quality.maturePerformance	xor._.me.freeForm.best.quality.maturePerformance.min	xor._.me.freeForm.best.quality.maturePerformance.max
1.200e+03	4.500e-01	4.500e-01	4.500e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	6.500e-01	5.500e-01	7.500e-01
1.300e+03	4.500e-01	4.500e-01	4.500e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	6.500e-01	6.000e-01	7.500e-01
1.400e+03	4.500e-01	4.500e-01	4.500e-01	5.000e-01	5.000e-01	5.000e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	6.500e-01	6.000e-01	7.500e-01
1.500e+03	4.500e-01	4.500e-01	4.500e-01	5.000e-01	5.000e-01	5.100e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.000e-01	6.000e-01	7.500e-01
1.600e+03	4.500e-01	4.500e-01	4.500e-01	5.000e-01	5.000e-01	5.100e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.000e-01	6.500e-01	7.500e-01
1.700e+03	4.500e-01	4.500e-01	4.500e-01	5.000e-01	5.000e-01	5.100e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.000e-01	6.500e-01	7.500e-01
1.800e+03	4.500e-01	4.500e-01	4.500e-01	5.000e-01	5.000e-01	5.100e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.000e-01	6.500e-01	7.500e-01
1.900e+03	4.500e-01	4.500e-01	4.500e-01	5.000e-01	5.000e-01	5.400e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
2.000e+03	4.500e-01	4.500e-01	4.500e-01	5.000e-01	5.000e-01	5.400e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
2.100e+03	4.500e-01	4.500e-01	4.500e-01	5.000e-01	5.000e-01	5.400e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
2.200e+03	4.500e-01	4.500e-01	4.600e-01	5.000e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
2.300e+03	4.500e-01	4.500e-01	4.600e-01	5.000e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
2.400e+03	4.500e-01	4.500e-01	4.600e-01	5.000e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
2.500e+03	4.500e-01	4.500e-01	4.600e-01	5.000e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
2.600e+03	4.500e-01	4.500e-01	4.600e-01	5.000e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
2.700e+03	4.500e-01	4.500e-01	4.600e-01	5.000e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
2.800e+03	4.500e-01	4.500e-01	4.600e-01	5.000e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
2.900e+03	4.500e-01	4.500e-01	4.600e-01	5.000e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
3.000e+03	4.500e-01	4.500e-01	4.600e-01	5.000e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
3.100e+03	4.500e-01	4.500e-01	4.600e-01	5.100e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
3.200e+03	4.500e-01	4.500e-01	4.600e-01	5.100e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	7.500e-01
3.300e+03	4.500e-01	4.500e-01	4.600e-01	5.100e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	8.000e-01
3.400e+03	4.500e-01	4.500e-01	4.600e-01	5.100e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	8.000e-01
3.500e+03	4.500e-01	4.500e-01	4.600e-01	5.400e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	8.000e-01
3.600e+03	4.500e-01	4.500e-01	4.600e-01	5.400e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	8.000e-01
3.700e+03	4.500e-01	4.500e-01	4.600e-01	5.500e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	8.000e-01
3.800e+03	4.500e-01	4.500e-01	4.600e-01	5.500e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	8.000e-01
3.900e+03	4.500e-01	4.500e-01	4.600e-01	5.500e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	8.000e-01
4.000e+03	4.500e-01	4.500e-01	4.600e-01	5.500e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	8.000e-01
4.100e+03	4.500e-01	4.500e-01	4.800e-01	5.500e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	6.500e-01	8.000e-01
4.200e+03	4.500e-01	4.500e-01	4.800e-01	5.500e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
4.300e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
4.400e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
4.500e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
4.600e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
4.700e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.000e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
4.800e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.100e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
4.900e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.100e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
5.000e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.100e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
5.100e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.100e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
5.200e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.100e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
5.300e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.100e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
5.400e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.100e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
5.500e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
5.600e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
5.700e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
5.800e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
5.900e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
6.000e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
6.100e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
6.200e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
6.300e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
6.400e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
6.500e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
6.600e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
6.700e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
6.800e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
6.900e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
7.000e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
7.100e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
7.200e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
7.300e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
7.400e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
7.500e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
7.600e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.000e-01	8.000e-01
7.700e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.500e-01	8.000e-01
7.800e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.500e-01	8.000e-01
7.900e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.500e-01	8.000e-01
8.000e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.500e-01	8.000e-01
8.100e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.500e-01	8.000e-01
8.200e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.500e-01	8.000e-01
8.300e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.500e-01	8.000e-01
8.400e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.500e-01	8.000e-01
8.500e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.500e-01	8.000e-01
8.600e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.500e-01	7.500e-01	8.000e-01
8.700e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
8.800e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
8.900e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
9.000e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
9.100e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
9.200e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
9.300e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
9.400e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
9.500e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
9.600e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
9.700e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
9.800e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
9.900e+03	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.000e+04	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.010e+04	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.020e+04	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.030e+04	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.040e+04	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.050e+04	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.060e+04	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.070e+04	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.080e+04	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.090e+04	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.100e+04	4.500e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.110e+04	4.600e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.120e+04	4.600e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.130e+04	4.600e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.140e+04	4.700e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.150e+04	4.700e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.160e+04	4.700e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
1.170e+04	4.700e-01	4.500e-01	5.000e-01	5.500e-01	5.500e-01	5.500e-01	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	1.000e+00	7.600e-01	7.500e-01	8.000e-01
