row;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
0.0;0.009942971020257107;0.007587540310095443;0.018369535612707735;-0.007342221694140179;-0.01311087026944767;0.010121500903901556;0.01731837272513549;-0.005190147034426315;-0.01869530749224809;0.013332291853482083;-0.012359529625661732;0.015251050508580732;-0.004434295705967633;0.00741718514150869;-0.012546476430827277
1.0;0.15983367802859252;-0.42741474583631905;-0.4166327505337068;-10.0;-10.0;-10.0;-0.5812651042390804;-3.375961326320669;-0.617278784456464;-10.0;-10.0;-10.0;0.14115389247660237;-0.42579306725084504;-0.445756728823181
2.0;-0.11955716031234917;-4.273818840964281;-4.263036845661668;-10.0;-10.0;-10.0;-0.1983756260563248;-2.9930718481379133;-0.2343893062737084;-10.0;-10.0;-10.0;-0.13717921442532494;-4.282689974107791;-4.3026536356801275
3.0;-0.29393334827546425;-7.2628566101005045;-7.252074614797893;-10.0;-10.0;-10.0;0.21486464327730825;-2.57983157880428;0.17885096305992465;-10.0;-10.0;-10.0;-0.31162586717057966;-7.2720694793549185;-7.292033140927256
4.0;-0.3638908389286816;-10.0;-8.252074614797893;-10.0;-10.0;-10.0;0.6742623090050396;-2.120433913076549;-0.2567054893432625;-10.0;-10.0;-10.0;-0.3821497267324307;-10.0;-10.0
5.0;-0.05919314455142877;-10.0;-8.419215329080329;-10.0;-10.0;-10.0;0.4208708364516941;-2.3738253856298943;-1.6914973677210898;-10.0;-10.0;-10.0;-0.07747719113368773;-10.0;-10.0
6.0;0.34232525222726945;-10.0;-8.562903376329588;-10.0;-10.0;-10.0;0.33040715199858356;-2.4642890700830047;-3.0455701230250574;-10.0;-10.0;-10.0;0.3242272718411404;-10.0;-10.0
7.0;0.3462473332835801;-10.0;-10.0;-10.0;-10.0;-10.0;0.3669924544629604;-3.89380066499864;-4.475081717940693;-10.0;-10.0;-10.0;0.3345119373637972;-10.0;-10.0
8.0;0.6788776983610441;-10.0;-10.0;-10.0;-10.0;-10.0;1.0922826328625523;-4.446902710359276;-5.028183763301329;-10.0;-10.0;-10.0;0.6707584605240393;-10.0;-10.0
9.0;1.0345162930972134;-10.0;-10.0;-10.0;-10.0;-10.0;1.8443070202645224;-5.013991834742578;-5.595272887684631;-10.0;-10.0;-10.0;1.0291219971739003;-10.0;-10.0
10.0;1.611661727875825;-10.0;-10.0;-10.0;-10.0;-10.0;2.0422409576534286;-6.211705050838972;-6.7929861037810255;-10.0;-10.0;-10.0;1.6087103100120679;-10.0;-10.0
11.0;2.2475281922623878;-10.0;-10.0;-10.0;-10.0;-10.0;2.3059234447616177;-7.370926665413509;-7.952207718355562;-10.0;-10.0;-10.0;2.247287755299544;-10.0;-10.0
12.0;2.9096137983161396;-10.0;-10.0;-10.0;-10.0;-10.0;2.551948734803924;-8.540576317823009;-9.121857370765062;-10.0;-10.0;-10.0;2.9123041551806823;-9.33498360011886;-10.0
13.0;1.9096137983161396;-10.0;-10.0;-10.0;-10.0;-10.0;2.732485615400534;-9.753724242874924;-10.0;-10.0;-10.0;-10.0;1.9123041551806823;-9.046860334351697;-10.0
14.0;2.1945666080843296;-10.0;-10.0;-7.018291419131073;-7.059383707014778;-7.059383707014778;1.7324856154005341;-10.0;-10.0;-10.0;-7.057405705948842;-7.057405705948842;2.2057651201633153;-8.753399369369063;-10.0
15.0;2.459977538568123;-10.0;-10.0;-5.442473825394149;-5.663840724641886;-5.663840724641886;1.786227089410262;-10.0;-10.0;-8.374055807360879;-5.6536549034614465;-5.6536549034614465;2.480252096571371;-8.478912392961007;-10.0
16.0;2.6560869725474103;-10.0;-10.0;-3.8666705603900136;-4.26777893288257;-4.26777893288257;1.8358394616018314;-10.0;-10.0;-6.765482346198239;-4.252228577439241;-4.252228577439241;2.6851670684353364;-8.273997421097041;-10.0
17.0;2.8546407750070717;-10.0;-10.0;-2.29100451319678;-2.8714755902724;-2.8714755902724;1.8930237146689814;-10.0;-10.0;-5.1570296138467135;-2.850530198769788;-2.850530198769788;2.8901795047132315;-8.068984984819146;-10.0
18.0;1.8546407750070717;-10.0;-10.0;-3.29100451319678;-1.4886195585443511;-1.4886195585443511;1.646604561500906;-10.0;-10.0;-3.5521987691854617;-1.452763511853266;-1.2456993541085366;1.8901795047132315;-7.865044165685302;-10.0
19.0;2.0528798220327444;-10.0;-10.0;-2.4550357222064485;-0.5890680683014675;-0.5890680683014675;0.646604561500906;-9.0;-10.0;-4.552198769185462;-0.452763511853266;0.02559763189982256;2.0988282445575;-7.656395425841033;-10.0
20.0;2.5047409680200152;-10.0;-10.0;-1.6080540009358957;0.028867997819304603;0.028867997819304603;0.4217245278099171;-10.0;-10.0;-3.334640590316858;0.021944650666155308;1.2431558107684262;2.5567939094775762;-7.198429760920957;-10.0
21.0;2.84446465964173;-10.0;-10.0;-0.5170707918883466;0.8732505866329515;0.8732505866329515;0.991686981913372;-10.0;-9.430037545896544;-2.0144929667551006;0.7572582796133605;2.5633034343301837;2.10396168544976;-7.651261984948774;-10.0
22.0;1.511659134940326;-10.0;-10.0;0.9197684902809764;2.228784118126823;2.228784118126823;1.5636895025403392;-9.427997479373033;-8.858035025269578;-0.6288568371005145;2.1428944092679467;3.9489395639847698;1.9101935053011314;-10.0;-10.0
23.0;1.5425430296055356;-10.0;-10.0;2.1885427378473015;3.451017216651122;3.451017216651122;0.8944884634495017;-10.0;-10.0;0.6212634047817194;3.3573116971450556;5.163356851861879;2.5632070878045696;-9.796778979874475;-9.346986417496561
24.0;1.8254882785100741;-10.0;-10.0;3.530356450055278;4.701962375750911;4.701962375750911;0.2290656691206584;-10.0;-10.0;1.9577576108672325;4.6059680470336755;6.412013201750499;3.052999488405825;-9.30698657927322;-8.857194016895306
25.0;1.4158524273981103;-10.0;-10.0;4.89394897890781;5.967111439747507;5.967111439747507;0.4550809734527832;-10.0;-10.0;3.324425297402839;5.872526176491182;7.678571331208006;3.0721573052887168;-9.287828762390328;-9.52010174936749
26.0;1.870436974281512;-10.0;-10.0;6.586686934857443;7.226478994658958;7.226478994658958;0.8709193870879197;-10.0;-10.0;4.9163755615288895;6.9333374477579675;8.739382602474791;3.929536700752847;-8.430449366926197;-10.0
27.0;2.2658247094826347;-9.95997949908809;-9.95997949908809;7.9798679432612;8.498273807632724;8.498273807632724;0.40394913816924444;-10.0;-10.0;6.324182302252877;8.211507394459241;10.0;4.388239030444798;-7.971747037234246;-9.54129767030805
28.0;2.7565853668520486;-9.903107948261216;-9.903107948261216;9.391024895131855;9.767437663527964;9.767437663527964;-0.0361211827616994;-10.0;-10.0;7.742125178789469;9.483309386075664;10.0;4.902735952212517;-7.457250115466527;-9.026800748540332
29.0;2.657609084158625;-10.0;-10.0;10.0;10.0;10.0;0.13374786172150815;-10.0;-10.0;9.110153157918113;10.0;10.0;4.84117525443442;-7.518810813244624;-9.088361446318428
30.0;3.196231726098293;-9.949562252247855;-9.949562252247855;10.0;10.0;10.0;-0.16769674479678742;-10.0;-10.0;10.0;10.0;10.0;3.84117525443442;-6.9918037911881346;-8.561354424261939
