n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.inconsistency	xor._.me.hebbian.network.best.quality.inconsistency.min	xor._.me.hebbian.network.best.quality.inconsistency.max	xor._.me.hebbian.layer.best.quality.inconsistency	xor._.me.hebbian.layer.best.quality.inconsistency.min	xor._.me.hebbian.layer.best.quality.inconsistency.max	xor._.me.hebbian.neuron.best.quality.inconsistency	xor._.me.hebbian.neuron.best.quality.inconsistency.min	xor._.me.hebbian.neuron.best.quality.inconsistency.max	xor._.me.hebbian.synapse.best.quality.inconsistency	xor._.me.hebbian.synapse.best.quality.inconsistency.min	xor._.me.hebbian.synapse.best.quality.inconsistency.max	xor._.me.freeForm.best.quality.inconsistency	xor._.me.freeForm.best.quality.inconsistency.min	xor._.me.freeForm.best.quality.inconsistency.max
1.000e+02	7.285e-01	5.190e-01	8.930e-01	8.146e-01	5.827e-01	8.546e-01	3.378e-01	1.427e-01	6.485e-01	6.571e-01	4.215e-01	7.274e-01	8.660e-01	8.116e-01	8.660e-01
2.000e+02	6.880e-01	4.624e-01	8.930e-01	5.827e-01	4.181e-01	6.587e-01	2.206e-01	9.631e-02	2.810e-01	4.698e-01	2.908e-01	7.201e-01	8.352e-01	7.599e-01	8.660e-01
3.000e+02	6.880e-01	4.624e-01	8.930e-01	5.768e-01	4.684e-01	6.337e-01	2.230e-01	1.468e-01	2.730e-01	4.166e-01	2.950e-01	6.971e-01	8.331e-01	7.529e-01	8.660e-01
4.000e+02	6.880e-01	4.624e-01	8.930e-01	5.768e-01	4.684e-01	6.337e-01	2.255e-01	1.825e-01	2.815e-01	3.357e-01	2.224e-01	6.511e-01	8.171e-01	7.518e-01	8.660e-01
5.000e+02	6.880e-01	4.624e-01	8.930e-01	5.768e-01	4.684e-01	6.337e-01	2.255e-01	2.057e-01	2.815e-01	3.357e-01	2.224e-01	6.511e-01	8.116e-01	7.521e-01	8.616e-01
6.000e+02	6.880e-01	4.601e-01	8.930e-01	5.381e-01	4.684e-01	6.101e-01	2.255e-01	2.055e-01	2.815e-01	3.229e-01	2.118e-01	6.293e-01	8.000e-01	7.521e-01	8.352e-01
7.000e+02	6.880e-01	4.601e-01	8.930e-01	5.381e-01	4.684e-01	6.101e-01	2.255e-01	2.048e-01	2.815e-01	3.229e-01	2.241e-01	4.166e-01	8.000e-01	7.141e-01	8.352e-01
8.000e+02	6.412e-01	4.318e-01	8.921e-01	5.381e-01	4.684e-01	6.101e-01	2.255e-01	2.048e-01	2.815e-01	3.051e-01	2.241e-01	4.162e-01	8.000e-01	7.141e-01	8.352e-01
9.000e+02	6.412e-01	4.318e-01	8.921e-01	5.381e-01	4.684e-01	6.101e-01	2.255e-01	2.048e-01	2.815e-01	3.051e-01	2.241e-01	4.119e-01	8.000e-01	6.614e-01	8.352e-01
1.000e+03	6.412e-01	4.318e-01	8.921e-01	5.381e-01	4.387e-01	6.101e-01	2.225e-01	2.048e-01	2.815e-01	3.229e-01	2.241e-01	4.119e-01	7.989e-01	6.225e-01	8.319e-01
1.100e+03	6.412e-01	4.318e-01	8.921e-01	5.381e-01	4.387e-01	6.101e-01	2.225e-01	2.048e-01	2.815e-01	3.051e-01	2.089e-01	4.004e-01	7.599e-01	4.956e-01	8.288e-01
1.200e+03	6.412e-01	4.318e-01	8.921e-01	5.381e-01	4.387e-01	6.101e-01	2.255e-01	2.055e-01	2.847e-01	3.220e-01	2.089e-01	3.910e-01	7.599e-01	2.475e-01	8.288e-01
1.300e+03	6.412e-01	4.318e-01	8.921e-01	5.286e-01	4.181e-01	6.101e-01	2.225e-01	2.048e-01	2.847e-01	3.051e-01	2.178e-01	3.768e-01	7.599e-01	2.475e-01	8.288e-01
1.400e+03	6.395e-01	4.315e-01	8.921e-01	5.286e-01	4.181e-01	6.101e-01	2.225e-01	2.048e-01	2.847e-01	2.762e-01	2.178e-01	3.565e-01	7.599e-01	2.475e-01	8.000e-01
1.500e+03	6.395e-01	4.315e-01	8.921e-01	5.269e-01	3.907e-01	6.101e-01	2.255e-01	2.048e-01	2.847e-01	2.568e-01	2.178e-01	3.378e-01	7.599e-01	2.475e-01	8.000e-01
