n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.increase	xor._.me.hebbian.network.best.quality.increase.min	xor._.me.hebbian.network.best.quality.increase.max	xor._.me.hebbian.layer.best.quality.increase	xor._.me.hebbian.layer.best.quality.increase.min	xor._.me.hebbian.layer.best.quality.increase.max	xor._.me.hebbian.neuron.best.quality.increase	xor._.me.hebbian.neuron.best.quality.increase.min	xor._.me.hebbian.neuron.best.quality.increase.max	xor._.me.hebbian.synapse.best.quality.increase	xor._.me.hebbian.synapse.best.quality.increase.min	xor._.me.hebbian.synapse.best.quality.increase.max	xor._.me.freeForm.best.quality.increase	xor._.me.freeForm.best.quality.increase.min	xor._.me.freeForm.best.quality.increase.max
1.000e+02	2.381e-01	7.110e-02	4.592e-01	3.912e-01	8.542e-02	4.824e-01	3.716e-01	1.586e-01	6.814e-01	4.825e-01	3.458e-01	6.037e-01	3.750e-01	1.848e-01	4.618e-01
2.000e+02	2.294e-01	7.110e-02	4.569e-01	6.631e-02	9.497e-03	2.547e-01	4.358e-01	3.160e-01	7.029e-01	4.546e-01	2.975e-01	6.058e-01	3.749e-01	1.848e-01	5.051e-01
3.000e+02	2.294e-01	7.110e-02	4.569e-01	4.271e-02	6.629e-03	1.743e-01	4.646e-01	3.693e-01	7.622e-01	4.661e-01	2.975e-01	5.689e-01	3.275e-01	1.608e-01	5.051e-01
4.000e+02	2.294e-01	7.110e-02	4.569e-01	4.271e-02	6.629e-03	1.743e-01	4.646e-01	3.599e-01	6.624e-01	4.979e-01	2.918e-01	5.698e-01	3.275e-01	1.608e-01	4.261e-01
5.000e+02	2.294e-01	7.110e-02	4.569e-01	4.271e-02	6.629e-03	1.743e-01	4.392e-01	3.599e-01	4.821e-01	4.731e-01	3.785e-01	5.698e-01	3.214e-01	1.826e-01	4.156e-01
6.000e+02	2.374e-01	7.110e-02	4.569e-01	4.271e-02	6.629e-03	9.875e-02	4.197e-01	3.451e-01	4.665e-01	4.705e-01	3.785e-01	6.428e-01	3.275e-01	1.952e-01	4.156e-01
7.000e+02	2.374e-01	7.110e-02	4.569e-01	4.271e-02	6.629e-03	9.875e-02	4.313e-01	3.451e-01	4.667e-01	4.696e-01	3.785e-01	5.252e-01	3.275e-01	1.956e-01	5.639e-01
8.000e+02	2.374e-01	7.110e-02	4.569e-01	4.271e-02	6.629e-03	9.875e-02	4.313e-01	3.451e-01	4.667e-01	4.696e-01	3.603e-01	5.349e-01	3.459e-01	2.251e-01	5.639e-01
9.000e+02	2.374e-01	7.110e-02	4.569e-01	4.271e-02	6.629e-03	9.875e-02	4.219e-01	3.451e-01	4.667e-01	4.661e-01	3.603e-01	5.262e-01	3.459e-01	2.251e-01	5.639e-01
1.000e+03	2.374e-01	7.110e-02	4.569e-01	4.271e-02	6.629e-03	1.743e-01	4.197e-01	3.451e-01	4.667e-01	4.661e-01	3.603e-01	5.391e-01	3.835e-01	2.251e-01	5.850e-01
1.100e+03	2.374e-01	7.110e-02	4.569e-01	4.271e-02	6.629e-03	1.743e-01	4.197e-01	3.451e-01	4.667e-01	4.578e-01	3.603e-01	5.079e-01	4.031e-01	2.251e-01	5.639e-01
1.200e+03	2.374e-01	7.110e-02	4.569e-01	4.271e-02	6.629e-03	1.743e-01	4.197e-01	3.451e-01	4.660e-01	4.578e-01	3.603e-01	4.979e-01	4.031e-01	2.247e-01	6.055e-01
1.300e+03	2.374e-01	7.110e-02	4.569e-01	6.274e-02	7.662e-03	1.743e-01	4.197e-01	3.366e-01	4.660e-01	4.705e-01	3.842e-01	5.262e-01	4.031e-01	2.247e-01	6.976e-01
1.400e+03	2.324e-01	7.110e-02	4.569e-01	6.274e-02	7.662e-03	1.743e-01	4.147e-01	3.331e-01	4.646e-01	4.731e-01	3.965e-01	5.532e-01	3.835e-01	1.952e-01	5.639e-01
