row;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
0.0;0.00730098014664279;-0.0057253603955679955;0.019472689104524685;0.013199786836488741;0.016823585340747165;0.0024946928848491867;-0.004077067149767216;-0.007788904935199433;-0.017216263659495912;-0.007911152194305751;0.00277873621485766;-0.012078150701005331;-0.009574888311511124;-0.008218556108260309;0.00314069144035457
1.0;0.01931492656898834;-0.003405419558124524;0.031486635526870234;0.015519727673932213;0.019143526178190637;0.014508639307194737;0.008206630463723335;-0.005643454327758495;-0.00493256604600536;-0.0057657015868648135;0.004924186822298598;2.0554691248522022E-4;0.0025945347047186818;-9.99432259106565E-4;0.010233361955765132
2.0;0.03206782908440755;0.009347482957294687;0.03332857803520573;0.01736167018226771;0.020985468686526135;0.016350581815530233;0.020187027590624546;0.0063369427991427155;-0.00259092363885368;-0.0034240591797131334;0.007265829229450278;0.0025471893196369003;0.014632125799092356;0.005857026630774536;0.017444052441216204
3.0;0.04346908178215028;0.020748735655037417;0.036044843606094355;0.028762922880010443;0.03238672138426887;0.027751834513272962;0.031877086965764814;0.01802700217428298;-6.147445736248095E-5;0.008266000195427132;0.01895588860459054;0.014237248694777166;0.026533079555841416;0.013302102241171655;0.02475975780900308
4.0;0.054125657268581685;0.03140531114146882;0.04670141909252576;0.039419498366441846;0.04304329687070027;0.030949799154063047;0.04327788722322397;0.029427802431742135;0.011339325800096674;0.019666800452886286;0.030356688862049695;0.0169538069294676;0.03828303453680269;0.021037571411474713;0.03217057248072648
5.0;0.06599264597048983;0.043272299843376966;0.05856840779443391;0.041834499716244596;0.04545829822050302;0.033364800503865796;0.055163464280956614;0.04131337948947478;0.02322490285782932;0.022069777809506957;0.032759666218670366;0.01935678428608827;0.049933626284576656;0.02822593548698843;0.03935097103047913
6.0;0.07883097530941512;0.04505898348142281;0.06035509143247975;0.05467282905516988;0.04724498185854886;0.03515148414191164;0.06764831379920892;0.04332871374051209;0.025240237108866626;0.03455462732775927;0.034775000469707676;0.021372118537125576;0.061508974045725126;0.03498927727589539;0.04626372318132812
7.0;0.09261913387305569;0.046231264198094306;0.06152737214915125;0.05584510977184138;0.04841726257522036;0.03632376485858314;0.08068466385322597;0.044987306451600526;0.026898829819955068;0.03621322003884771;0.036433593180796114;0.023030711248214018;0.0730284672775827;0.04134873909665268;0.052937704549277785
8.0;0.10417228494800115;0.05778441527303978;0.06414538131322804;0.06739826084678685;0.05103527173929716;0.038941774022659935;0.09195138159452709;0.05625402419290166;0.029702120161311733;0.04747993778014884;0.03923688352215278;0.025834001589570683;0.0842582863111643;0.04858052723868005;0.06028288455320298
9.0;0.11558464016007149;0.060493499113718395;0.06685446515390665;0.07881061605885718;0.0624476269513675;0.04165085786333855;0.10330937200898899;0.058998274239884956;0.03244637020829503;0.058837928194610735;0.05059487393661467;0.02857825163655398;0.09535893872462481;0.05583868808931739;0.06756202224528096
