n.evals.q.1.0.	train._.me.hebbian.synapse.best.quality.consistency	train._.me.hebbian.synapse.best.quality.consistency.min	train._.me.hebbian.synapse.best.quality.consistency.max	train._.me.freeForm.best.quality.consistency	train._.me.freeForm.best.quality.consistency.min	train._.me.freeForm.best.quality.consistency.max
2.100e+03	1.607e+02	3.269e+01	1.906e+02	3.396e-02	0.000e+00	3.201e+01
2.200e+03	1.607e+02	3.269e+01	1.906e+02	1.134e+01	0.000e+00	3.201e+01
2.300e+03	1.607e+02	3.269e+01	1.906e+02	1.134e+01	0.000e+00	3.201e+01
2.400e+03	1.607e+02	3.269e+01	1.906e+02	1.134e+01	0.000e+00	3.201e+01
2.500e+03	1.607e+02	3.269e+01	1.906e+02	1.134e+01	0.000e+00	3.201e+01
2.600e+03	1.607e+02	3.269e+01	1.906e+02	1.134e+01	0.000e+00	3.201e+01
2.700e+03	1.607e+02	3.269e+01	1.906e+02	0.000e+00	0.000e+00	1.536e+01
2.800e+03	1.356e+02	3.269e+01	1.906e+02	0.000e+00	0.000e+00	2.231e+01
2.900e+03	1.356e+02	3.269e+01	1.906e+02	0.000e+00	0.000e+00	2.231e+01
3.000e+03	1.130e+02	3.269e+01	1.834e+02	0.000e+00	0.000e+00	2.231e+01
3.100e+03	1.356e+02	3.269e+01	1.834e+02	1.536e+01	0.000e+00	5.278e+01
3.200e+03	1.356e+02	3.269e+01	1.834e+02	1.536e+01	0.000e+00	5.278e+01
3.300e+03	1.356e+02	3.269e+01	1.834e+02	1.209e+01	0.000e+00	5.278e+01
3.400e+03	1.356e+02	3.269e+01	1.834e+02	1.209e+01	0.000e+00	5.278e+01
3.500e+03	1.356e+02	3.269e+01	1.834e+02	1.209e+01	0.000e+00	5.278e+01
3.600e+03	6.509e+01	3.269e+01	1.834e+02	1.209e+01	0.000e+00	5.278e+01
3.700e+03	6.509e+01	3.269e+01	1.834e+02	7.493e-01	0.000e+00	5.278e+01
3.800e+03	6.509e+01	3.269e+01	1.834e+02	7.493e-01	0.000e+00	5.278e+01
3.900e+03	5.765e+01	1.827e+01	6.523e+01	7.493e-01	0.000e+00	5.278e+01
4.000e+03	4.971e+01	6.017e+00	6.509e+01	7.493e-01	0.000e+00	5.278e+01
4.100e+03	4.971e+01	6.017e+00	6.509e+01	7.493e-01	0.000e+00	5.278e+01
4.200e+03	4.971e+01	6.017e+00	6.509e+01	7.493e-01	0.000e+00	5.278e+01
4.300e+03	4.971e+01	4.299e+00	6.509e+01	7.493e-01	0.000e+00	5.278e+01
4.400e+03	4.971e+01	4.299e+00	6.509e+01	0.000e+00	0.000e+00	8.672e+00
4.500e+03	4.971e+01	4.130e+00	6.509e+01	0.000e+00	0.000e+00	8.672e+00
4.600e+03	4.971e+01	4.130e+00	6.509e+01	0.000e+00	0.000e+00	8.672e+00
4.700e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
4.800e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
4.900e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
5.000e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
5.100e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
5.200e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
5.300e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
5.400e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
5.500e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
5.600e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
5.700e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
5.800e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
5.900e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
6.000e+03	1.827e+01	4.130e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
6.100e+03	1.827e+01	4.130e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
6.200e+03	1.827e+01	4.130e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
6.300e+03	1.827e+01	4.130e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
6.400e+03	1.827e+01	4.130e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
6.500e+03	1.541e+01	4.041e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
6.600e+03	1.541e+01	3.431e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
6.700e+03	4.041e+00	2.332e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
6.800e+03	1.390e+01	2.728e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
6.900e+03	1.390e+01	2.728e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
7.000e+03	1.390e+01	2.728e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
7.100e+03	1.390e+01	2.728e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
7.200e+03	1.390e+01	2.728e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
7.300e+03	1.390e+01	2.728e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
7.400e+03	1.390e+01	2.728e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
7.500e+03	1.390e+01	2.728e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
7.600e+03	1.390e+01	2.728e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
7.700e+03	1.390e+01	2.728e+00	5.765e+01	5.684e-14	0.000e+00	8.672e+00
7.800e+03	1.390e+01	2.728e+00	5.765e+01	3.553e-15	0.000e+00	8.672e+00
7.900e+03	1.390e+01	2.728e+00	5.765e+01	3.553e-15	0.000e+00	8.672e+00
8.000e+03	1.390e+01	2.728e+00	5.765e+01	3.553e-15	0.000e+00	8.672e+00
8.100e+03	1.390e+01	2.728e+00	5.765e+01	0.000e+00	0.000e+00	8.672e+00
8.200e+03	1.390e+01	2.728e+00	5.765e+01	7.493e-01	0.000e+00	9.533e+00
8.300e+03	1.390e+01	2.728e+00	5.765e+01	7.493e-01	0.000e+00	5.278e+01
8.400e+03	1.390e+01	3.431e+00	5.765e+01	7.493e-01	0.000e+00	5.278e+01
8.500e+03	1.390e+01	3.431e+00	5.765e+01	7.493e-01	0.000e+00	5.278e+01
8.600e+03	1.390e+01	3.431e+00	5.765e+01	7.493e-01	0.000e+00	5.278e+01
8.700e+03	1.390e+01	2.728e+00	5.765e+01	7.493e-01	0.000e+00	5.278e+01
8.800e+03	1.390e+01	2.728e+00	5.765e+01	7.493e-01	0.000e+00	5.278e+01
8.900e+03	1.390e+01	2.728e+00	5.765e+01	7.493e-01	0.000e+00	5.278e+01
9.000e+03	7.755e+00	2.728e+00	1.541e+01	7.493e-01	0.000e+00	5.278e+01
9.100e+03	7.755e+00	1.545e+00	1.541e+01	7.493e-01	0.000e+00	3.641e+01
9.200e+03	7.755e+00	1.545e+00	1.541e+01	7.493e-01	0.000e+00	3.641e+01
9.300e+03	4.128e+00	1.545e+00	1.390e+01	7.493e-01	0.000e+00	3.641e+01
9.400e+03	4.128e+00	1.545e+00	1.390e+01	7.493e-01	0.000e+00	3.641e+01
9.500e+03	4.128e+00	1.545e+00	9.671e+00	7.493e-01	0.000e+00	3.641e+01
9.600e+03	4.128e+00	1.545e+00	9.671e+00	7.493e-01	0.000e+00	3.641e+01
9.700e+03	4.128e+00	1.545e+00	9.671e+00	7.493e-01	0.000e+00	3.641e+01
9.800e+03	4.128e+00	1.545e+00	9.671e+00	7.493e-01	0.000e+00	3.641e+01
9.900e+03	4.128e+00	1.545e+00	9.671e+00	7.493e-01	0.000e+00	3.641e+01
1.000e+04	4.128e+00	1.545e+00	9.671e+00	7.493e-01	0.000e+00	3.641e+01
1.010e+04	4.128e+00	1.545e+00	9.671e+00	7.493e-01	0.000e+00	3.641e+01
1.020e+04	4.128e+00	1.036e+00	9.671e+00	7.493e-01	0.000e+00	4.027e+01
1.030e+04	4.128e+00	1.036e+00	9.671e+00	7.493e-01	0.000e+00	4.027e+01
1.040e+04	3.431e+00	1.030e+00	9.671e+00	0.000e+00	0.000e+00	8.672e+00
1.050e+04	3.431e+00	1.030e+00	9.671e+00	0.000e+00	0.000e+00	8.672e+00
1.060e+04	3.431e+00	1.030e+00	9.671e+00	0.000e+00	0.000e+00	8.672e+00
1.070e+04	3.431e+00	1.272e+00	9.671e+00	0.000e+00	0.000e+00	8.672e+00
1.080e+04	3.431e+00	1.272e+00	9.671e+00	0.000e+00	0.000e+00	8.672e+00
1.090e+04	3.431e+00	1.272e+00	9.671e+00	0.000e+00	0.000e+00	8.672e+00
1.100e+04	3.431e+00	1.272e+00	9.671e+00	0.000e+00	0.000e+00	8.672e+00
1.110e+04	3.431e+00	1.272e+00	9.671e+00	0.000e+00	0.000e+00	8.672e+00
1.120e+04	3.470e+00	2.837e+00	9.671e+00	0.000e+00	0.000e+00	8.672e+00
1.130e+04	3.470e+00	2.837e+00	9.671e+00	0.000e+00	0.000e+00	2.160e+01
1.140e+04	3.470e+00	2.837e+00	9.671e+00	7.493e-01	0.000e+00	2.160e+01
1.150e+04	4.254e+00	2.934e+00	9.671e+00	7.493e-01	0.000e+00	2.160e+01
1.160e+04	4.254e+00	2.934e+00	9.671e+00	7.493e-01	0.000e+00	2.160e+01
1.170e+04	4.254e+00	2.934e+00	9.671e+00	7.493e-01	0.000e+00	2.160e+01
1.180e+04	4.254e+00	2.934e+00	9.671e+00	7.493e-01	0.000e+00	2.160e+01
1.190e+04	4.254e+00	2.934e+00	9.671e+00	7.493e-01	0.000e+00	2.160e+01
1.200e+04	4.254e+00	2.934e+00	9.671e+00	7.493e-01	0.000e+00	2.160e+01
1.210e+04	4.254e+00	2.934e+00	9.671e+00	7.493e-01	0.000e+00	2.160e+01
1.220e+04	4.254e+00	2.934e+00	9.671e+00	7.493e-01	0.000e+00	2.160e+01
1.230e+04	4.254e+00	2.837e+00	9.671e+00	2.160e+01	0.000e+00	6.559e+01
1.240e+04	3.431e+00	1.862e+00	9.671e+00	2.160e+01	0.000e+00	6.155e+01
1.250e+04	3.431e+00	1.752e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.260e+04	3.431e+00	1.752e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.270e+04	3.431e+00	1.752e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.280e+04	3.431e+00	1.752e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.290e+04	3.431e+00	1.752e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.300e+04	3.431e+00	1.752e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.310e+04	3.431e+00	1.752e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.320e+04	3.431e+00	1.752e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.330e+04	3.431e+00	1.752e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.340e+04	3.431e+00	1.752e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.350e+04	3.431e+00	1.677e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.360e+04	3.431e+00	1.677e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.370e+04	3.431e+00	1.677e+00	9.671e+00	7.185e+00	0.000e+00	6.155e+01
1.380e+04	3.431e+00	1.677e+00	9.671e+00	4.673e+00	0.000e+00	6.155e+01
1.390e+04	3.431e+00	1.677e+00	9.671e+00	4.673e+00	0.000e+00	6.155e+01
1.400e+04	3.431e+00	1.677e+00	9.671e+00	4.673e+00	0.000e+00	6.155e+01
1.410e+04	3.431e+00	1.677e+00	9.671e+00	4.673e+00	0.000e+00	6.155e+01
1.420e+04	3.431e+00	1.677e+00	9.671e+00	4.673e+00	0.000e+00	6.155e+01
1.430e+04	3.431e+00	1.677e+00	9.671e+00	4.673e+00	0.000e+00	6.155e+01
1.440e+04	3.431e+00	1.677e+00	9.671e+00	4.673e+00	0.000e+00	6.155e+01
1.450e+04	3.431e+00	1.677e+00	9.671e+00	4.673e+00	0.000e+00	6.559e+01
1.460e+04	3.431e+00	1.677e+00	9.671e+00	4.673e+00	0.000e+00	6.559e+01
1.470e+04	3.431e+00	1.677e+00	9.671e+00	4.673e+00	0.000e+00	6.559e+01
1.480e+04	1.862e+00	1.380e+00	9.671e+00	4.673e+00	0.000e+00	6.559e+01
1.490e+04	1.862e+00	1.380e+00	9.671e+00	4.673e+00	0.000e+00	6.559e+01
1.500e+04	1.862e+00	1.380e+00	9.671e+00	7.098e+00	0.000e+00	6.559e+01
1.510e+04	1.862e+00	1.380e+00	9.671e+00	7.098e+00	0.000e+00	6.559e+01
1.520e+04	1.862e+00	1.380e+00	9.671e+00	7.098e+00	0.000e+00	6.559e+01
1.530e+04	1.862e+00	1.380e+00	9.671e+00	7.098e+00	5.684e-14	6.559e+01
1.540e+04	1.862e+00	1.380e+00	9.671e+00	7.098e+00	0.000e+00	6.559e+01
1.550e+04	4.381e+00	1.677e+00	9.671e+00	7.098e+00	8.882e-16	6.559e+01
1.560e+04	4.381e+00	1.677e+00	9.671e+00	7.098e+00	1.776e-15	6.559e+01
1.570e+04	4.190e+00	1.677e+00	4.575e+00	7.098e+00	0.000e+00	6.559e+01
1.580e+04	4.190e+00	1.677e+00	5.867e+00	2.160e+01	5.684e-14	8.650e+01
1.590e+04	4.190e+00	1.677e+00	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.600e+04	4.190e+00	1.677e+00	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.610e+04	4.190e+00	1.677e+00	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.620e+04	4.190e+00	1.677e+00	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.630e+04	4.190e+00	1.677e+00	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.640e+04	4.381e+00	1.752e+00	1.283e+01	7.098e+00	0.000e+00	6.559e+01
1.650e+04	4.381e+00	1.752e+00	1.283e+01	7.098e+00	0.000e+00	6.559e+01
1.660e+04	4.381e+00	1.752e+00	1.283e+01	7.098e+00	0.000e+00	6.559e+01
1.670e+04	4.381e+00	1.752e+00	1.283e+01	7.098e+00	0.000e+00	6.559e+01
1.680e+04	4.381e+00	1.677e+00	1.283e+01	7.098e+00	0.000e+00	6.559e+01
1.690e+04	2.087e+00	1.428e+00	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.700e+04	2.087e+00	1.428e+00	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.710e+04	2.087e+00	1.428e+00	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.720e+04	2.087e+00	1.428e+00	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.730e+04	2.087e+00	1.428e+00	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.740e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.750e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	0.000e+00	6.559e+01
1.760e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.770e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.780e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.790e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.800e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.810e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.820e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.830e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.840e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.850e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.860e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.870e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.880e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.890e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	6.559e+01
1.900e+04	4.190e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	6.559e+01
1.910e+04	4.190e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	6.559e+01
1.920e+04	4.190e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	6.559e+01
1.930e+04	4.190e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	6.559e+01
1.940e+04	2.426e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	6.559e+01
1.950e+04	2.426e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	6.559e+01
1.960e+04	2.426e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	6.559e+01
1.970e+04	2.426e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	6.559e+01
1.980e+04	2.426e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	6.559e+01
1.990e+04	2.426e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	6.559e+01
2.000e+04	2.426e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	5.358e+01
2.010e+04	2.426e+00	1.428e+00	1.541e+01	7.098e+00	5.684e-14	5.358e+01
2.020e+04	2.426e+00	1.428e+00	1.541e+01	7.098e+00	0.000e+00	5.358e+01
2.030e+04	2.426e+00	1.428e+00	1.541e+01	7.098e+00	0.000e+00	5.358e+01
2.040e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	0.000e+00	5.358e+01
2.050e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	0.000e+00	5.358e+01
2.060e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	5.358e+01
2.070e+04	2.087e+00	9.843e-01	5.867e+00	7.098e+00	5.684e-14	5.358e+01
2.080e+04	2.087e+00	9.843e-01	4.631e+00	7.098e+00	5.684e-14	5.358e+01
2.090e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	5.684e-14	5.358e+01
2.100e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	5.684e-14	5.358e+01
2.110e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	5.684e-14	5.358e+01
2.120e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	5.684e-14	5.358e+01
2.130e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	5.684e-14	5.358e+01
2.140e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	5.684e-14	5.358e+01
2.150e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	5.684e-14	5.358e+01
2.160e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	0.000e+00	5.358e+01
2.170e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	0.000e+00	5.358e+01
2.180e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	0.000e+00	5.358e+01
2.190e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	0.000e+00	5.358e+01
2.200e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	0.000e+00	5.358e+01
2.210e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	0.000e+00	5.358e+01
2.220e+04	2.087e+00	9.843e-01	4.631e+00	1.013e+01	0.000e+00	5.358e+01
2.230e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.240e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.250e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.260e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.270e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.280e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.290e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.300e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.310e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.320e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.330e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.340e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.350e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.360e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.370e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.380e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.390e+04	2.087e+00	9.843e-01	4.631e+00	4.295e+00	0.000e+00	5.358e+01
2.400e+04	2.426e+00	9.843e-01	5.867e+00	4.295e+00	0.000e+00	5.358e+01
2.410e+04	2.426e+00	9.843e-01	5.867e+00	4.295e+00	0.000e+00	5.358e+01
2.420e+04	2.426e+00	9.843e-01	5.867e+00	4.295e+00	0.000e+00	5.358e+01
2.430e+04	2.426e+00	9.843e-01	5.867e+00	4.295e+00	0.000e+00	5.358e+01
2.440e+04	2.426e+00	9.843e-01	5.867e+00	4.295e+00	0.000e+00	5.358e+01
2.450e+04	2.426e+00	9.843e-01	5.867e+00	4.295e+00	0.000e+00	5.358e+01
2.460e+04	2.426e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	2.160e+01
2.470e+04	2.426e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	2.160e+01
2.480e+04	2.426e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	2.160e+01
2.490e+04	2.426e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	2.160e+01
2.500e+04	2.426e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	1.447e+01
2.510e+04	2.426e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	1.447e+01
2.520e+04	2.447e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	1.447e+01
2.530e+04	2.447e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	1.447e+01
2.540e+04	2.447e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	1.447e+01
2.550e+04	2.447e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	1.447e+01
2.560e+04	2.447e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	1.447e+01
2.570e+04	2.447e+00	9.843e-01	5.867e+00	4.900e-01	0.000e+00	1.447e+01
2.580e+04	2.447e+00	1.428e+00	5.867e+00	4.900e-01	0.000e+00	1.447e+01
2.590e+04	2.447e+00	1.428e+00	5.867e+00	4.900e-01	0.000e+00	1.447e+01
2.600e+04	2.426e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	1.447e+01
2.610e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.620e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.630e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.640e+04	2.419e+00	1.110e+00	3.742e+00	4.900e-01	0.000e+00	3.386e+01
2.650e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.660e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.670e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.680e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.690e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.700e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.710e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.720e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.730e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.740e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.750e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.760e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.770e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	3.386e+01
2.780e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	1.447e+01
2.790e+04	2.447e+00	1.110e+00	4.631e+00	4.900e-01	0.000e+00	1.447e+01
