n.evals.q.1.0.	train._.me.hebbian.synapse.best.quality.increase	train._.me.hebbian.synapse.best.quality.increase.min	train._.me.hebbian.synapse.best.quality.increase.max	train._.me.freeForm.best.quality.increase	train._.me.freeForm.best.quality.increase.min	train._.me.freeForm.best.quality.increase.max
2.800e+04	4.531e+02	4.172e+02	4.672e+02	9.267e+01	4.325e+01	1.348e+02
2.810e+04	4.655e+02	4.206e+02	4.812e+02	9.267e+01	4.325e+01	1.348e+02
2.820e+04	4.643e+02	4.206e+02	4.812e+02	9.267e+01	4.325e+01	1.348e+02
2.830e+04	4.643e+02	4.206e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.840e+04	4.643e+02	4.206e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.850e+04	4.643e+02	4.206e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.860e+04	4.643e+02	4.206e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.870e+04	4.643e+02	4.206e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.880e+04	4.643e+02	4.206e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.890e+04	4.643e+02	4.206e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.900e+04	4.643e+02	4.206e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.910e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.920e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.930e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.940e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.950e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.960e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.970e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.980e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
2.990e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
3.000e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
3.010e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
3.020e+04	4.643e+02	4.172e+02	4.812e+02	9.267e+01	4.708e+01	1.348e+02
3.030e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.841e+02
3.040e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.841e+02
3.050e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.841e+02
3.060e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.841e+02
3.070e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.841e+02
3.080e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.841e+02
3.090e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.841e+02
3.100e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.841e+02
3.110e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	2.378e+02
3.120e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	2.378e+02
3.130e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	2.378e+02
3.140e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	2.378e+02
3.150e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	2.378e+02
3.160e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	2.378e+02
3.170e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	2.378e+02
3.180e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.842e+02
3.190e+04	4.643e+02	4.172e+02	4.812e+02	9.189e+01	4.708e+01	1.348e+02
3.200e+04	4.643e+02	4.172e+02	4.812e+02	9.189e+01	4.708e+01	1.348e+02
3.210e+04	4.643e+02	4.172e+02	4.812e+02	9.189e+01	4.708e+01	1.348e+02
3.220e+04	4.643e+02	4.172e+02	4.812e+02	9.189e+01	4.708e+01	1.348e+02
3.230e+04	4.643e+02	4.172e+02	4.812e+02	9.189e+01	4.708e+01	1.348e+02
3.240e+04	4.643e+02	4.172e+02	4.812e+02	9.189e+01	4.708e+01	1.348e+02
3.250e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.826e+02
3.260e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.826e+02
3.270e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.826e+02
3.280e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.826e+02
3.290e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.826e+02
3.300e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.826e+02
3.310e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.826e+02
3.320e+04	4.643e+02	4.172e+02	4.812e+02	1.348e+02	4.708e+01	2.378e+02
3.330e+04	4.643e+02	4.172e+02	4.812e+02	1.348e+02	4.708e+01	2.225e+02
3.340e+04	4.643e+02	4.172e+02	4.812e+02	1.348e+02	4.708e+01	2.225e+02
3.350e+04	4.643e+02	4.172e+02	4.812e+02	1.348e+02	4.708e+01	2.225e+02
3.360e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	4.708e+01	1.826e+02
3.370e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	3.150e+01	1.348e+02
3.380e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	3.150e+01	1.348e+02
3.390e+04	4.643e+02	4.172e+02	4.812e+02	9.634e+01	3.150e+01	1.348e+02
3.400e+04	4.238e+02	4.011e+02	4.812e+02	9.788e+01	3.150e+01	1.348e+02
3.410e+04	4.238e+02	4.011e+02	4.812e+02	9.788e+01	4.708e+01	1.348e+02
3.420e+04	4.238e+02	4.011e+02	4.812e+02	9.788e+01	4.708e+01	1.348e+02
3.430e+04	4.238e+02	4.011e+02	4.812e+02	9.634e+01	3.150e+01	1.348e+02
3.440e+04	4.739e+02	4.160e+02	4.843e+02	9.634e+01	3.150e+01	1.348e+02
3.450e+04	4.739e+02	4.160e+02	4.843e+02	9.634e+01	3.150e+01	1.348e+02
3.460e+04	4.739e+02	4.160e+02	4.843e+02	9.634e+01	3.150e+01	1.834e+02
3.470e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.480e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.490e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.500e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.510e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.520e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.530e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.540e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.550e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.560e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.570e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.580e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.590e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.600e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.610e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.620e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	3.150e+01	1.862e+02
3.630e+04	4.739e+02	4.160e+02	4.843e+02	1.191e+02	3.150e+01	1.848e+02
3.640e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.650e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.660e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.670e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.680e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.690e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.700e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.710e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.720e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.730e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.740e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.750e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.760e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.770e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.780e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.790e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.800e+04	4.739e+02	4.160e+02	4.843e+02	9.250e+01	3.150e+01	1.348e+02
3.810e+04	4.739e+02	4.160e+02	4.843e+02	9.634e+01	4.708e+01	2.561e+02
3.820e+04	4.739e+02	4.160e+02	4.843e+02	9.634e+01	4.708e+01	2.561e+02
3.830e+04	4.739e+02	4.160e+02	4.843e+02	9.634e+01	4.708e+01	2.561e+02
3.840e+04	4.739e+02	4.160e+02	4.843e+02	9.634e+01	4.708e+01	2.561e+02
3.850e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	4.708e+01	2.759e+02
3.860e+04	4.739e+02	4.160e+02	4.843e+02	1.348e+02	4.708e+01	2.759e+02
3.870e+04	4.739e+02	4.160e+02	4.843e+02	9.634e+01	4.708e+01	2.561e+02
3.880e+04	4.238e+02	4.011e+02	4.812e+02	9.634e+01	4.708e+01	2.561e+02
3.890e+04	4.238e+02	4.011e+02	4.812e+02	9.634e+01	4.708e+01	2.561e+02
3.900e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	2.561e+02
3.910e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	2.561e+02
3.920e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	2.561e+02
3.930e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	2.561e+02
3.940e+04	4.238e+02	3.873e+02	4.812e+02	1.348e+02	4.708e+01	2.561e+02
3.950e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	1.831e+02
3.960e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	1.831e+02
3.970e+04	4.238e+02	3.873e+02	4.812e+02	9.247e+01	4.708e+01	1.348e+02
3.980e+04	4.238e+02	3.873e+02	4.812e+02	9.247e+01	4.708e+01	1.348e+02
3.990e+04	4.238e+02	3.873e+02	4.812e+02	9.247e+01	4.708e+01	1.348e+02
4.000e+04	4.238e+02	3.873e+02	4.812e+02	9.247e+01	4.708e+01	1.348e+02
4.010e+04	4.238e+02	3.873e+02	4.812e+02	9.247e+01	4.708e+01	1.348e+02
4.020e+04	4.238e+02	3.873e+02	4.812e+02	9.247e+01	4.708e+01	1.348e+02
4.030e+04	4.238e+02	3.873e+02	4.812e+02	9.247e+01	4.708e+01	1.348e+02
4.040e+04	4.238e+02	3.873e+02	4.812e+02	9.247e+01	4.708e+01	1.348e+02
4.050e+04	4.238e+02	3.873e+02	4.812e+02	9.247e+01	4.708e+01	1.348e+02
4.060e+04	4.238e+02	3.873e+02	4.812e+02	1.348e+02	4.708e+01	2.759e+02
4.070e+04	4.238e+02	3.873e+02	4.812e+02	1.348e+02	4.708e+01	2.759e+02
4.080e+04	4.238e+02	3.873e+02	4.812e+02	1.348e+02	4.708e+01	2.759e+02
4.090e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	2.759e+02
4.100e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	2.743e+02
4.110e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	2.743e+02
4.120e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	2.743e+02
4.130e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.140e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.150e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.160e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.170e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.180e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.190e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.200e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.210e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.220e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.230e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.240e+04	4.238e+02	3.873e+02	4.812e+02	9.251e+01	4.708e+01	1.348e+02
4.250e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	1.939e+02
4.260e+04	4.238e+02	3.873e+02	4.812e+02	9.634e+01	4.708e+01	1.939e+02
4.270e+04	4.172e+02	3.856e+02	4.812e+02	9.634e+01	4.708e+01	1.939e+02
4.280e+04	4.172e+02	3.856e+02	4.812e+02	9.634e+01	4.708e+01	1.939e+02
4.290e+04	4.172e+02	3.856e+02	4.812e+02	9.634e+01	4.708e+01	1.939e+02
4.300e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.310e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.320e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.330e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.340e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.350e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.360e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.370e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.380e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.390e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.400e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.410e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.420e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.430e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.440e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.450e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.460e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.470e+04	4.172e+02	3.856e+02	4.812e+02	9.251e+01	3.150e+01	1.348e+02
4.480e+04	4.011e+02	3.730e+02	4.739e+02	9.251e+01	3.150e+01	1.348e+02
4.490e+04	4.011e+02	3.730e+02	4.739e+02	9.251e+01	3.150e+01	1.348e+02
4.500e+04	4.011e+02	3.730e+02	4.739e+02	9.251e+01	3.150e+01	1.348e+02
4.510e+04	4.011e+02	3.730e+02	4.739e+02	9.251e+01	3.150e+01	1.348e+02
4.520e+04	3.873e+02	3.730e+02	4.172e+02	4.823e+01	2.159e+01	1.348e+02
4.530e+04	3.873e+02	3.730e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.540e+04	3.873e+02	3.730e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.550e+04	3.873e+02	3.730e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.560e+04	3.873e+02	3.730e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.570e+04	3.873e+02	3.730e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.580e+04	3.873e+02	3.730e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.590e+04	3.873e+02	3.730e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.600e+04	3.873e+02	3.730e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.610e+04	3.856e+02	3.725e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.620e+04	3.856e+02	3.725e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.630e+04	3.856e+02	3.725e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.640e+04	3.856e+02	3.725e+02	4.172e+02	9.251e+01	3.150e+01	1.348e+02
4.650e+04	3.856e+02	3.725e+02	4.172e+02	6.447e+01	3.150e+01	1.348e+02
4.660e+04	3.856e+02	3.725e+02	4.172e+02	6.447e+01	3.150e+01	1.348e+02
4.670e+04	3.873e+02	3.730e+02	4.303e+02	6.447e+01	3.150e+01	2.759e+02
4.680e+04	3.873e+02	3.730e+02	4.303e+02	6.447e+01	3.150e+01	2.759e+02
4.690e+04	3.873e+02	3.730e+02	4.303e+02	6.447e+01	3.150e+01	2.759e+02
4.700e+04	4.172e+02	3.778e+02	4.672e+02	6.447e+01	3.150e+01	2.759e+02
4.710e+04	4.172e+02	3.778e+02	4.672e+02	1.292e+02	3.150e+01	2.759e+02
4.720e+04	4.172e+02	3.778e+02	4.672e+02	1.292e+02	3.150e+01	2.759e+02
4.730e+04	4.172e+02	3.778e+02	4.672e+02	1.292e+02	3.150e+01	2.759e+02
4.740e+04	4.172e+02	3.778e+02	4.672e+02	1.292e+02	3.150e+01	2.759e+02
4.750e+04	4.172e+02	3.778e+02	4.672e+02	6.464e+01	3.150e+01	2.759e+02
4.760e+04	4.172e+02	3.778e+02	4.672e+02	6.464e+01	3.150e+01	2.759e+02
4.770e+04	4.172e+02	3.778e+02	4.672e+02	6.464e+01	3.150e+01	2.759e+02
4.780e+04	4.172e+02	3.778e+02	4.672e+02	6.464e+01	3.150e+01	2.748e+02
4.790e+04	4.172e+02	3.778e+02	4.672e+02	6.464e+01	3.150e+01	2.748e+02
4.800e+04	4.172e+02	3.730e+02	4.672e+02	6.464e+01	3.150e+01	1.827e+02
4.810e+04	4.172e+02	3.730e+02	4.672e+02	6.464e+01	3.150e+01	1.827e+02
4.820e+04	4.172e+02	3.730e+02	4.672e+02	6.464e+01	3.150e+01	1.827e+02
4.830e+04	4.172e+02	3.730e+02	4.672e+02	6.464e+01	3.150e+01	1.827e+02
4.840e+04	4.172e+02	3.730e+02	4.672e+02	6.464e+01	3.150e+01	1.827e+02
4.850e+04	4.172e+02	3.730e+02	4.672e+02	1.289e+02	3.150e+01	1.827e+02
4.860e+04	4.172e+02	3.730e+02	4.672e+02	1.289e+02	3.150e+01	1.827e+02
4.870e+04	4.172e+02	3.730e+02	4.672e+02	1.289e+02	3.150e+01	1.827e+02
4.880e+04	4.172e+02	3.730e+02	4.672e+02	1.289e+02	3.150e+01	1.827e+02
4.890e+04	4.172e+02	3.730e+02	4.672e+02	1.289e+02	3.150e+01	1.827e+02
4.900e+04	4.172e+02	3.730e+02	4.672e+02	1.289e+02	3.150e+01	1.827e+02
4.910e+04	4.172e+02	3.730e+02	4.672e+02	1.289e+02	3.150e+01	1.827e+02
4.920e+04	4.172e+02	3.708e+02	4.672e+02	1.289e+02	3.150e+01	1.827e+02
4.930e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.827e+02
4.940e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.827e+02
4.950e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.827e+02
4.960e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.827e+02
4.970e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.827e+02
4.980e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.827e+02
4.990e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.827e+02
5.000e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.827e+02
5.010e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.827e+02
5.020e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.348e+02
5.030e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.348e+02
5.040e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.348e+02
5.050e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.348e+02
5.060e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.857e+02
5.070e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.857e+02
5.080e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.857e+02
5.090e+04	4.172e+02	3.708e+02	4.672e+02	6.514e+01	3.150e+01	1.857e+02
5.100e+04	4.172e+02	3.708e+02	4.672e+02	7.329e+01	3.150e+01	1.857e+02
5.110e+04	4.172e+02	3.708e+02	4.672e+02	1.135e+02	3.150e+01	1.857e+02
5.120e+04	4.172e+02	3.708e+02	4.672e+02	1.135e+02	3.150e+01	1.857e+02
5.130e+04	4.172e+02	3.708e+02	4.672e+02	1.135e+02	3.150e+01	1.857e+02
5.140e+04	4.172e+02	3.708e+02	4.672e+02	1.135e+02	3.150e+01	1.857e+02
5.150e+04	4.172e+02	3.708e+02	4.672e+02	1.135e+02	3.150e+01	1.857e+02
5.160e+04	4.172e+02	3.708e+02	4.672e+02	1.135e+02	3.150e+01	1.857e+02
5.170e+04	4.172e+02	3.708e+02	4.672e+02	1.135e+02	3.150e+01	1.857e+02
5.180e+04	4.172e+02	3.708e+02	4.672e+02	1.135e+02	3.150e+01	1.857e+02
5.190e+04	4.172e+02	3.708e+02	4.672e+02	1.135e+02	3.150e+01	1.857e+02
5.200e+04	4.172e+02	3.708e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.210e+04	4.172e+02	3.708e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.220e+04	4.172e+02	3.708e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.230e+04	4.172e+02	3.708e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.240e+04	4.172e+02	3.708e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.250e+04	4.172e+02	3.708e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.260e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.270e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.280e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.290e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.300e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.310e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.320e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.330e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.340e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.350e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.360e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.370e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.380e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.390e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.400e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.410e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.420e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.430e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.440e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.450e+04	4.172e+02	3.153e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.460e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.470e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.480e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	3.150e+01	1.348e+02
5.490e+04	4.172e+02	2.918e+02	4.672e+02	1.135e+02	4.823e+01	1.483e+02
5.500e+04	4.172e+02	2.918e+02	4.672e+02	1.135e+02	4.823e+01	1.483e+02
5.510e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	4.823e+01	1.348e+02
5.520e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	4.823e+01	1.348e+02
5.530e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	4.823e+01	1.348e+02
5.540e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	4.823e+01	1.348e+02
5.550e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	4.823e+01	1.348e+02
5.560e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	4.823e+01	1.348e+02
5.570e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	4.823e+01	1.348e+02
5.580e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	4.823e+01	1.348e+02
5.590e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	4.823e+01	1.348e+02
5.600e+04	4.172e+02	2.918e+02	4.672e+02	9.228e+01	4.823e+01	1.348e+02
5.610e+04	4.172e+02	2.918e+02	4.504e+02	9.228e+01	4.823e+01	1.348e+02
