n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.000e+02	4.981e-01	1.306e-01	5.000e-01	5.000e-01	4.995e-01	5.000e-01	6.312e-01	5.333e-01	8.412e-01	7.432e-01	4.916e-01	8.680e-01	5.000e-01	5.000e-01	5.000e-01
2.000e+02	2.617e-01	2.435e-01	5.000e-01	4.992e-01	1.504e-01	5.000e-01	5.532e-01	3.875e-01	7.913e-01	8.789e-01	7.762e-01	9.252e-01	5.000e-01	5.000e-01	5.000e-01
3.000e+02	2.573e-01	2.463e-01	5.000e-01	1.686e-01	9.244e-02	5.000e-01	4.735e-01	3.762e-01	6.179e-01	8.865e-01	7.762e-01	9.252e-01	5.000e-01	5.000e-01	5.000e-01
4.000e+02	2.563e-01	2.447e-01	4.981e-01	1.443e-01	7.451e-02	4.852e-01	4.509e-01	3.629e-01	5.487e-01	8.764e-01	6.603e-01	9.239e-01	5.000e-01	5.000e-01	5.000e-01
5.000e+02	2.616e-01	2.463e-01	4.969e-01	1.446e-01	7.451e-02	4.852e-01	4.320e-01	3.762e-01	5.209e-01	8.764e-01	6.603e-01	9.067e-01	5.000e-01	5.000e-01	5.000e-01
6.000e+02	2.563e-01	2.447e-01	4.791e-01	1.435e-01	8.697e-02	2.422e-01	4.320e-01	3.762e-01	5.125e-01	7.980e-01	6.510e-01	9.011e-01	5.000e-01	5.000e-01	5.000e-01
7.000e+02	2.563e-01	2.447e-01	4.791e-01	1.446e-01	9.244e-02	2.313e-01	4.280e-01	3.762e-01	5.125e-01	7.202e-01	6.221e-01	8.764e-01	5.000e-01	5.000e-01	5.000e-01
8.000e+02	2.549e-01	2.435e-01	4.791e-01	1.686e-01	1.081e-01	2.419e-01	4.280e-01	3.629e-01	5.125e-01	6.681e-01	6.183e-01	7.980e-01	5.000e-01	5.000e-01	5.000e-01
9.000e+02	2.563e-01	2.435e-01	4.752e-01	1.535e-01	9.244e-02	2.313e-01	4.280e-01	3.629e-01	5.125e-01	6.896e-01	6.221e-01	8.297e-01	5.000e-01	5.000e-01	5.000e-01
1.000e+03	2.578e-01	2.447e-01	4.752e-01	1.446e-01	7.451e-02	2.305e-01	4.280e-01	3.629e-01	5.125e-01	7.015e-01	6.507e-01	8.297e-01	5.000e-01	5.000e-01	5.000e-01
