n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.increase	xor._.me.hebbian.network.best.quality.increase.min	xor._.me.hebbian.network.best.quality.increase.max	xor._.me.hebbian.layer.best.quality.increase	xor._.me.hebbian.layer.best.quality.increase.min	xor._.me.hebbian.layer.best.quality.increase.max	xor._.me.hebbian.neuron.best.quality.increase	xor._.me.hebbian.neuron.best.quality.increase.min	xor._.me.hebbian.neuron.best.quality.increase.max	xor._.me.hebbian.synapse.best.quality.increase	xor._.me.hebbian.synapse.best.quality.increase.min	xor._.me.hebbian.synapse.best.quality.increase.max	xor._.me.freeForm.best.quality.increase	xor._.me.freeForm.best.quality.increase.min	xor._.me.freeForm.best.quality.increase.max
1.000e+02	4.236e-01	1.709e-01	4.867e-01	4.656e-01	4.550e-01	4.940e-01	6.710e-01	5.063e-01	7.897e-01	7.454e-01	5.963e-01	8.455e-01	2.280e-01	1.250e-01	3.751e-01
2.000e+02	2.988e-01	2.737e-01	4.811e-01	4.547e-01	1.615e-01	4.707e-01	5.466e-01	3.827e-01	7.442e-01	8.455e-01	7.603e-01	9.152e-01	2.245e-01	1.251e-01	4.497e-01
3.000e+02	2.846e-01	2.738e-01	4.867e-01	2.277e-01	8.308e-02	4.547e-01	4.805e-01	3.641e-01	5.839e-01	8.438e-01	7.603e-01	9.152e-01	2.245e-01	1.254e-01	4.249e-01
4.000e+02	2.791e-01	2.702e-01	4.867e-01	1.615e-01	6.927e-02	4.041e-01	4.650e-01	3.641e-01	4.956e-01	8.009e-01	6.462e-01	9.103e-01	2.751e-01	1.291e-01	4.249e-01
5.000e+02	2.846e-01	2.702e-01	4.811e-01	1.615e-01	6.963e-02	4.041e-01	4.360e-01	3.741e-01	4.864e-01	8.009e-01	6.462e-01	9.076e-01	3.075e-01	1.576e-01	4.249e-01
6.000e+02	2.796e-01	2.702e-01	4.523e-01	1.565e-01	6.963e-02	3.445e-01	4.314e-01	3.741e-01	4.864e-01	7.964e-01	6.405e-01	9.023e-01	3.075e-01	1.576e-01	4.249e-01
7.000e+02	2.796e-01	2.702e-01	4.523e-01	1.615e-01	6.963e-02	2.774e-01	4.314e-01	3.741e-01	4.864e-01	6.768e-01	5.460e-01	7.971e-01	3.075e-01	1.504e-01	4.249e-01
8.000e+02	2.795e-01	2.702e-01	4.760e-01	1.704e-01	9.885e-02	2.845e-01	4.290e-01	3.641e-01	4.845e-01	6.607e-01	5.460e-01	7.964e-01	3.075e-01	1.504e-01	4.498e-01
9.000e+02	2.795e-01	2.702e-01	4.574e-01	1.615e-01	8.308e-02	2.680e-01	4.290e-01	3.641e-01	4.845e-01	6.629e-01	5.758e-01	7.964e-01	3.551e-01	1.504e-01	4.737e-01
1.000e+03	2.796e-01	2.717e-01	4.574e-01	1.565e-01	6.200e-02	2.321e-01	4.290e-01	3.641e-01	4.845e-01	6.638e-01	5.887e-01	7.964e-01	2.751e-01	1.251e-01	5.385e-01
