n.evals.q.1.0.	train._.me.hebbian.synapse.best.quality.fitness	train._.me.hebbian.synapse.best.quality.fitness.min	train._.me.hebbian.synapse.best.quality.fitness.max	train._.me.freeForm.best.quality.fitness	train._.me.freeForm.best.quality.fitness.min	train._.me.freeForm.best.quality.fitness.max
5.140e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.938e+02
5.150e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.160e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.170e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.180e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.190e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.200e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.210e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.220e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.230e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.240e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.250e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.260e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.270e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.280e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.290e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.300e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.310e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.320e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.330e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.340e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.350e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.360e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.370e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.380e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.390e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.400e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.410e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.420e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.430e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.440e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.450e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.460e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.470e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.480e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.490e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.500e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.510e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.520e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.530e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.540e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.550e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.560e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.570e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.580e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.590e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.600e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.610e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.620e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.630e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.640e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.650e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.660e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.670e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.680e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.690e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.700e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.710e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.720e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.730e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.740e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.750e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.760e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.770e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.780e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.790e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.800e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.810e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.820e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.830e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.840e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	5.286e+01	1.948e+02
5.850e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	7.308e+01	1.948e+02
5.860e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	7.308e+01	1.948e+02
5.870e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	7.308e+01	1.948e+02
5.880e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	7.308e+01	1.948e+02
5.890e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	7.308e+01	1.948e+02
5.900e+04	4.794e+02	4.644e+02	4.863e+02	8.178e+01	7.308e+01	1.948e+02
5.910e+04	4.794e+02	4.644e+02	4.863e+02	9.187e+01	7.754e+01	1.948e+02
5.920e+04	4.794e+02	4.644e+02	4.863e+02	9.187e+01	7.754e+01	1.948e+02
5.930e+04	4.794e+02	4.644e+02	4.863e+02	9.187e+01	7.754e+01	1.948e+02
5.940e+04	4.794e+02	4.644e+02	4.863e+02	9.187e+01	7.754e+01	1.948e+02
5.950e+04	4.794e+02	4.644e+02	4.863e+02	1.199e+02	7.754e+01	1.948e+02
5.960e+04	4.794e+02	4.644e+02	4.863e+02	1.199e+02	7.754e+01	1.948e+02
5.970e+04	4.794e+02	4.644e+02	4.863e+02	1.199e+02	7.754e+01	1.948e+02
5.980e+04	4.794e+02	4.644e+02	4.863e+02	1.199e+02	7.754e+01	1.948e+02
5.990e+04	4.794e+02	4.644e+02	4.863e+02	1.199e+02	7.754e+01	1.948e+02
6.000e+04	4.794e+02	4.644e+02	4.863e+02	1.199e+02	7.754e+01	1.948e+02
6.010e+04	4.794e+02	4.644e+02	4.863e+02	1.433e+02	7.754e+01	1.948e+02
6.020e+04	4.794e+02	4.644e+02	4.863e+02	1.433e+02	7.754e+01	1.948e+02
6.030e+04	4.794e+02	4.644e+02	4.863e+02	1.433e+02	7.754e+01	1.948e+02
6.040e+04	4.794e+02	4.644e+02	4.863e+02	1.433e+02	7.754e+01	1.948e+02
6.050e+04	4.794e+02	4.644e+02	4.863e+02	1.433e+02	7.754e+01	1.948e+02
6.060e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.070e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.080e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.090e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.100e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.110e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.120e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.130e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.140e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.150e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.160e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.170e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.180e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.190e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	1.948e+02
6.200e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	2.002e+02
6.210e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	2.002e+02
6.220e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	2.002e+02
6.230e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	2.002e+02
6.240e+04	4.794e+02	4.644e+02	4.863e+02	1.510e+02	7.754e+01	2.002e+02
6.250e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.260e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.270e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.280e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.290e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.300e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.310e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.320e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.330e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.340e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.350e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.360e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.370e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.380e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.390e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.400e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.410e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.002e+02
6.420e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.276e+02
6.430e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.276e+02
6.440e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.276e+02
6.450e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.278e+02
6.460e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.278e+02
6.470e+04	4.816e+02	4.644e+02	4.940e+02	1.510e+02	7.754e+01	2.278e+02
6.480e+04	4.816e+02	4.644e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.490e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.500e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.510e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.520e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.530e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.540e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.550e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.560e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.570e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.580e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.590e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.600e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.610e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.620e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.630e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.640e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.650e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.660e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.670e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.680e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.690e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.700e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.710e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.720e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.730e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.740e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.750e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.760e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.770e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.780e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.790e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.800e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.810e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.820e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.830e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.840e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.850e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.860e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.870e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.880e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.890e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.900e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.278e+02
6.910e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
6.920e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
6.930e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
6.940e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
6.950e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
6.960e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
6.970e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
6.980e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
6.990e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.000e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.010e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.020e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.030e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.040e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.050e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.060e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.070e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.080e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.090e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.100e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.110e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.120e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.130e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.140e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.150e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.160e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.170e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.180e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.190e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.200e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.210e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.220e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.230e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.240e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.250e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.260e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.270e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.280e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.290e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.300e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.310e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.320e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.330e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.340e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.350e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.360e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.370e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.563e+02
7.380e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.390e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.400e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.410e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.420e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.430e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.440e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.450e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.460e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.470e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.480e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.490e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.500e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.510e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.520e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.530e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.540e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.550e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.560e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.570e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.580e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.590e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.600e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.610e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.620e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.630e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.640e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.650e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.660e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.670e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.680e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.690e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.700e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.710e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.720e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.730e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.740e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.750e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.760e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.770e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.780e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.790e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.800e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.810e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.820e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.830e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.840e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.850e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.860e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.870e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.880e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.890e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.900e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.910e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.920e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.930e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.940e+04	4.816e+02	4.664e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
7.950e+04	4.816e+02	4.694e+02	5.006e+02	1.510e+02	7.754e+01	2.891e+02
