n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.000e+02	4.978e-01	1.303e-01	5.000e-01	5.000e-01	4.992e-01	5.000e-01	6.323e-01	5.374e-01	8.415e-01	6.898e-01	4.746e-01	8.292e-01	5.000e-01	5.000e-01	5.000e-01
2.000e+02	2.614e-01	2.435e-01	5.000e-01	4.874e-01	1.503e-01	5.000e-01	5.491e-01	4.754e-01	6.856e-01	7.852e-01	6.710e-01	8.840e-01	5.000e-01	5.000e-01	5.000e-01
3.000e+02	2.803e-01	2.474e-01	5.000e-01	1.613e-01	9.191e-02	5.000e-01	5.193e-01	4.750e-01	5.627e-01	7.834e-01	6.632e-01	8.840e-01	5.000e-01	5.000e-01	5.000e-01
4.000e+02	2.752e-01	2.498e-01	4.972e-01	1.374e-01	7.812e-02	3.475e-01	4.809e-01	3.779e-01	5.255e-01	7.579e-01	6.643e-01	8.694e-01	5.000e-01	5.000e-01	5.000e-01
5.000e+02	2.573e-01	2.463e-01	4.784e-01	1.452e-01	8.522e-02	2.832e-01	4.809e-01	3.779e-01	5.236e-01	7.579e-01	6.632e-01	8.694e-01	5.000e-01	5.000e-01	5.000e-01
6.000e+02	2.573e-01	2.463e-01	4.771e-01	1.332e-01	7.812e-02	2.508e-01	4.771e-01	3.758e-01	5.091e-01	7.489e-01	6.643e-01	8.694e-01	5.000e-01	5.000e-01	5.000e-01
7.000e+02	2.573e-01	2.463e-01	4.687e-01	1.452e-01	8.522e-02	2.511e-01	4.771e-01	3.758e-01	5.231e-01	7.426e-01	6.783e-01	8.661e-01	5.000e-01	5.000e-01	5.000e-01
8.000e+02	2.562e-01	2.447e-01	4.349e-01	2.002e-01	1.038e-01	2.547e-01	4.754e-01	3.743e-01	5.091e-01	7.253e-01	6.610e-01	8.050e-01	5.000e-01	5.000e-01	5.000e-01
9.000e+02	2.530e-01	2.435e-01	4.349e-01	2.002e-01	9.191e-02	2.511e-01	4.754e-01	3.743e-01	5.091e-01	6.981e-01	6.497e-01	7.834e-01	5.000e-01	5.000e-01	5.000e-01
1.000e+03	2.530e-01	2.435e-01	4.349e-01	1.676e-01	8.612e-02	2.508e-01	4.754e-01	3.743e-01	5.091e-01	6.949e-01	6.432e-01	7.834e-01	5.000e-01	5.000e-01	5.000e-01
1.100e+03	2.530e-01	2.435e-01	3.394e-01	1.591e-01	8.612e-02	2.484e-01	4.754e-01	3.743e-01	5.091e-01	6.922e-01	6.326e-01	7.579e-01	5.000e-01	5.000e-01	5.000e-01
1.200e+03	2.530e-01	2.435e-01	3.394e-01	1.747e-01	8.612e-02	2.508e-01	4.754e-01	3.743e-01	5.091e-01	6.922e-01	6.245e-01	7.579e-01	5.000e-01	5.000e-01	5.000e-01
1.300e+03	2.530e-01	2.435e-01	3.394e-01	1.824e-01	1.039e-01	2.508e-01	4.754e-01	3.743e-01	5.091e-01	6.665e-01	6.245e-01	7.579e-01	5.000e-01	5.000e-01	5.000e-01
1.400e+03	2.514e-01	2.435e-01	3.374e-01	1.747e-01	1.039e-01	2.508e-01	4.754e-01	3.743e-01	5.091e-01	6.643e-01	6.093e-01	7.579e-01	5.000e-01	5.000e-01	5.000e-01
1.500e+03	2.498e-01	2.429e-01	2.854e-01	1.970e-01	1.039e-01	2.511e-01	4.750e-01	3.663e-01	5.091e-01	6.665e-01	6.082e-01	7.579e-01	5.000e-01	5.000e-01	5.000e-01
1.600e+03	2.498e-01	2.429e-01	2.854e-01	1.970e-01	9.255e-02	2.511e-01	4.750e-01	3.663e-01	5.091e-01	6.665e-01	6.060e-01	7.579e-01	5.000e-01	5.000e-01	5.000e-01
1.700e+03	2.498e-01	2.429e-01	2.854e-01	1.747e-01	1.060e-01	2.508e-01	4.750e-01	3.663e-01	5.091e-01	6.665e-01	6.060e-01	7.579e-01	5.000e-01	5.000e-01	5.000e-01
