x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-6.102e-03	-1.960e-03	-1.911e-03	-1.580e-03	-5.980e-04
0	1	nan	-2.462e-03	-2.262e-03	-2.057e-03	-9.186e-04
0	2	nan	-2.720e-03	-2.720e-03	-2.205e-03	-1.728e-03
0	3	-9.041e-03	-4.957e-03	-3.826e-03	-3.826e-03	-2.694e-03
0	4	-1.081e-02	-6.359e-03	-4.256e-03	-4.256e-03	-3.827e-03
0	5	-1.257e-02	-1.011e-02	-9.766e-03	-9.766e-03	-5.928e-03
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
0	8	nan	nan	nan	nan	nan
0	9	nan	nan	nan	nan	3.433e-03
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
1	8	nan	nan	nan	nan	nan
1	9	nan	3.728e-03	6.188e-03	6.188e-03	1.282e-02
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan
2	9	nan	nan	nan	nan	2.361e-02
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
3	8	nan	nan	nan	nan	nan
3	9	nan	nan	nan	nan	3.423e-02
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan
4	7	nan	nan	nan	nan	nan
4	8	nan	nan	nan	nan	nan
4	9	nan	nan	nan	3.820e-02	4.204e-02
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan
5	8	nan	nan	nan	nan	nan
5	9	nan	nan	nan	4.600e-02	5.274e-02
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	nan	nan	nan	6.330e-02
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	nan	7.035e-02	7.035e-02	7.291e-02
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	7.949e-02	8.192e-02
9	0	nan	nan	nan	nan	9.999e-01
9	1	nan	nan	nan	nan	4.988e-01
9	2	nan	nan	nan	nan	4.978e-01
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	3.134e-01	3.134e-01	5.910e-01
