x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-3.708e+00	1.278e+01	2.406e+02	3.506e+02	3.907e+02
0	1	nan	nan	4.178e+01	4.178e+01	1.058e+02
0	2	nan	4.341e+01	6.380e+01	6.611e+01	1.289e+02
0	3	nan	nan	8.500e+01	2.922e+02	3.374e+02
0	4	nan	nan	1.120e+02	2.768e+02	3.116e+02
0	5	nan	nan	1.366e+02	1.384e+02	2.726e+02
0	6	nan	nan	1.014e+02	2.720e+02	2.720e+02
0	7	nan	nan	1.270e+02	2.344e+02	2.581e+02
0	8	nan	nan	nan	1.938e+02	2.072e+02
0	9	nan	nan	1.538e+02	2.321e+02	2.321e+02
1	0	nan	nan	3.900e+02	3.900e+02	3.907e+02
1	1	nan	nan	nan	nan	3.574e+02
1	2	nan	nan	nan	nan	3.503e+02
1	3	nan	nan	8.251e+01	3.244e+02	3.374e+02
1	4	nan	nan	1.101e+02	3.178e+02	3.182e+02
1	5	nan	nan	8.278e+01	1.378e+02	2.551e+02
1	6	nan	nan	1.539e+02	2.722e+02	2.813e+02
1	7	nan	nan	1.782e+02	1.870e+02	2.946e+02
1	8	nan	nan	1.783e+02	2.153e+02	2.184e+02
1	9	nan	nan	2.321e+02	2.333e+02	2.333e+02
2	0	nan	nan	1.948e+02	3.506e+02	3.907e+02
2	1	nan	nan	nan	nan	3.418e+02
2	2	nan	nan	nan	nan	3.478e+02
2	3	nan	nan	nan	nan	3.244e+02
2	4	nan	nan	nan	3.140e+02	3.178e+02
2	5	nan	nan	1.224e+02	1.284e+02	1.284e+02
2	6	nan	nan	nan	1.621e+02	2.784e+02
2	7	nan	nan	nan	2.347e+02	2.950e+02
2	8	nan	nan	nan	2.153e+02	2.153e+02
2	9	nan	nan	nan	2.321e+02	2.321e+02
3	0	nan	nan	3.900e+02	3.900e+02	3.910e+02
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	3.478e+02
3	3	nan	nan	nan	nan	3.374e+02
3	4	nan	nan	nan	3.140e+02	3.178e+02
3	5	nan	nan	nan	nan	2.510e+02
3	6	nan	nan	nan	nan	2.787e+02
3	7	nan	nan	nan	nan	1.876e+02
3	8	nan	nan	nan	1.885e+02	1.885e+02
3	9	nan	nan	2.307e+02	2.321e+02	2.321e+02
4	0	nan	nan	1.948e+02	3.506e+02	3.910e+02
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	3.478e+02
4	3	nan	nan	nan	nan	3.244e+02
4	4	nan	nan	nan	nan	3.178e+02
4	5	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan
4	7	nan	nan	nan	nan	2.581e+02
4	8	nan	nan	nan	nan	nan
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	3.900e+02	3.910e+02
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	2.922e+02
5	4	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	2.591e+02
5	8	nan	nan	nan	nan	nan
5	9	nan	nan	nan	nan	nan
6	0	nan	nan	3.900e+02	3.902e+02	3.910e+02
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	nan	nan	nan	nan
7	0	nan	nan	3.900e+02	3.910e+02	3.910e+02
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	nan	nan	nan	nan
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	nan	nan
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
