x	y	progress.rate.q.0.05.0.00.quality.fitness	progress.rate.q.0.05.0.10.quality.fitness	progress.rate.q.0.05.0.25.quality.fitness	progress.rate.q.0.05.0.50.quality.fitness	progress.rate.q.0.05.1.00.quality.fitness
0	0	-3.677e+00	3.175e+01	3.375e+01	3.375e+01	7.561e+01
0	1	nan	nan	nan	nan	9.675e+01
0	2	nan	nan	nan	nan	9.383e+01
0	3	nan	nan	nan	nan	1.223e+02
0	4	nan	nan	nan	nan	1.236e+02
0	5	nan	nan	nan	nan	1.437e+02
0	6	nan	nan	nan	nan	1.434e+02
0	7	nan	nan	nan	nan	1.268e+02
0	8	nan	nan	nan	nan	1.300e+02
0	9	nan	nan	nan	nan	8.528e+01
1	0	nan	nan	nan	nan	8.897e+01
1	1	nan	nan	nan	nan	1.075e+02
1	2	nan	nan	nan	nan	1.374e+02
1	3	nan	nan	nan	nan	1.271e+02
1	4	nan	nan	nan	nan	1.606e+02
1	5	nan	nan	nan	nan	1.427e+02
1	6	nan	nan	nan	nan	1.654e+02
1	7	nan	nan	nan	nan	1.740e+02
1	8	nan	nan	nan	nan	1.379e+02
1	9	nan	nan	nan	nan	1.433e+02
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	1.398e+02
2	2	nan	nan	nan	nan	1.370e+02
2	3	nan	nan	nan	nan	1.632e+02
2	4	nan	nan	nan	nan	1.457e+02
2	5	nan	nan	nan	nan	1.974e+02
2	6	nan	nan	nan	nan	1.851e+02
2	7	nan	nan	nan	nan	2.155e+02
2	8	nan	nan	nan	nan	1.557e+02
2	9	nan	nan	nan	nan	1.558e+02
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	1.866e+02
3	3	nan	nan	nan	nan	1.789e+02
3	4	nan	nan	nan	nan	2.101e+02
3	5	nan	nan	nan	nan	2.049e+02
3	6	nan	nan	nan	nan	2.291e+02
3	7	nan	nan	nan	nan	2.276e+02
3	8	nan	nan	nan	nan	2.002e+02
3	9	nan	nan	nan	nan	1.790e+02
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	2.650e+02
4	2	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	2.185e+02
4	4	nan	nan	nan	nan	2.221e+02
4	5	nan	nan	nan	nan	2.451e+02
4	6	nan	nan	nan	nan	2.637e+02
4	7	nan	nan	nan	nan	2.333e+02
4	8	nan	nan	nan	nan	2.239e+02
4	9	nan	nan	nan	nan	nan
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	2.858e+02
5	3	nan	nan	nan	nan	2.891e+02
5	4	nan	nan	nan	nan	2.608e+02
5	5	nan	nan	nan	nan	2.603e+02
5	6	nan	nan	nan	nan	2.572e+02
5	7	nan	nan	nan	nan	nan
5	8	nan	nan	nan	nan	nan
5	9	nan	nan	nan	nan	2.589e+02
6	0	nan	nan	nan	nan	3.048e+02
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	nan	nan	nan	nan
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	nan	nan	nan	nan
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	nan	nan	nan
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	nan	nan	nan
