x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-4.057e-03	-2.825e-03	-2.338e-03	-2.338e-03	-2.338e-03
0	1	-4.374e-03	-1.515e-04	1.394e-03	1.394e-03	1.473e-03
0	2	-2.529e-03	5.329e-03	6.937e-03	8.327e-03	8.327e-03
0	3	nan	1.452e-02	1.628e-02	1.672e-02	1.691e-02
0	4	1.038e-03	2.110e-02	2.793e-02	2.863e-02	2.863e-02
0	5	nan	1.952e-02	4.455e-02	4.455e-02	4.455e-02
0	6	nan	4.751e-02	5.587e-02	6.450e-02	6.572e-02
0	7	nan	2.928e-02	5.975e-02	8.040e-02	9.223e-02
0	8	nan	nan	4.940e-02	1.112e-01	1.306e-01
0	9	nan	7.888e-02	1.098e-01	1.443e-01	2.617e-01
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	1.221e-02	1.443e-02	1.443e-02	1.520e-02
1	4	nan	2.669e-02	2.806e-02	2.880e-02	2.921e-02
1	5	nan	4.085e-02	4.405e-02	4.510e-02	4.587e-02
1	6	nan	5.002e-02	5.963e-02	5.963e-02	6.520e-02
1	7	nan	3.527e-02	7.861e-02	8.479e-02	8.977e-02
1	8	nan	3.960e-02	6.297e-02	1.223e-01	1.223e-01
1	9	nan	nan	1.329e-01	1.329e-01	2.620e-01
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	4.499e-02	4.499e-02	4.499e-02
2	6	nan	6.159e-02	6.467e-02	6.575e-02	6.575e-02
2	7	nan	5.955e-02	8.465e-02	9.108e-02	9.108e-02
2	8	nan	5.567e-02	1.040e-01	1.122e-01	1.227e-01
2	9	nan	6.886e-02	1.261e-01	1.777e-01	2.990e-01
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	6.063e-02	6.572e-02	6.572e-02
3	7	nan	8.749e-02	9.349e-02	9.349e-02	9.375e-02
3	8	nan	nan	1.266e-01	1.266e-01	1.266e-01
3	9	nan	8.924e-02	1.716e-01	2.494e-01	3.206e-01
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan
4	7	nan	9.177e-02	9.222e-02	9.222e-02	9.222e-02
4	8	nan	1.084e-01	1.288e-01	1.288e-01	1.288e-01
4	9	nan	1.170e-01	1.448e-01	1.945e-01	2.929e-01
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan
5	8	nan	1.285e-01	1.285e-01	1.285e-01	1.327e-01
5	9	nan	1.283e-01	2.371e-01	2.371e-01	3.782e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	1.526e-01	1.995e-01	2.540e-01	3.320e-01
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	1.757e-01	2.493e-01	2.726e-01	3.313e-01
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	nan	2.372e-01	2.830e-01	3.831e-01
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	3.162e-01	4.589e-01	5.736e-01	6.593e-01
