x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-3.761e-03	-2.499e-03	-2.499e-03	-2.342e-03	-2.255e-03
0	1	nan	3.946e-04	6.933e-04	1.149e-03	1.462e-03
0	2	nan	5.706e-03	7.405e-03	7.905e-03	7.905e-03
0	3	nan	1.342e-02	1.526e-02	1.647e-02	1.735e-02
0	4	nan	2.036e-02	2.710e-02	2.814e-02	2.892e-02
0	5	nan	3.271e-02	4.271e-02	4.576e-02	4.576e-02
0	6	nan	nan	6.201e-02	6.464e-02	6.464e-02
0	7	nan	7.650e-02	7.650e-02	8.298e-02	9.379e-02
0	8	nan	nan	8.943e-02	1.180e-01	1.236e-01
0	9	nan	nan	1.220e-01	1.685e-01	2.131e-01
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	1.219e-02	1.434e-02	1.511e-02
1	4	nan	2.672e-02	2.672e-02	2.870e-02	2.887e-02
1	5	nan	4.313e-02	4.313e-02	4.487e-02	4.504e-02
1	6	nan	4.820e-02	5.702e-02	5.702e-02	6.266e-02
1	7	nan	3.969e-02	6.876e-02	7.348e-02	9.088e-02
1	8	nan	4.130e-02	5.102e-02	1.058e-01	1.269e-01
1	9	nan	nan	2.041e-01	2.041e-01	2.146e-01
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	4.010e-02	4.010e-02	4.506e-02	4.560e-02
2	6	nan	5.092e-02	6.601e-02	6.649e-02	6.649e-02
2	7	nan	6.370e-02	6.946e-02	7.772e-02	9.142e-02
2	8	nan	5.295e-02	6.823e-02	1.322e-01	1.322e-01
2	9	nan	6.903e-02	1.775e-01	2.665e-01	2.665e-01
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	6.275e-02	6.275e-02
3	7	nan	8.101e-02	9.053e-02	9.053e-02	9.343e-02
3	8	nan	8.963e-02	9.569e-02	1.196e-01	1.300e-01
3	9	nan	7.825e-02	1.759e-01	2.392e-01	2.536e-01
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan
4	7	nan	nan	nan	8.935e-02	9.261e-02
4	8	nan	9.208e-02	1.149e-01	1.262e-01	1.274e-01
4	9	nan	1.095e-01	1.744e-01	2.553e-01	2.939e-01
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan
5	8	nan	nan	1.262e-01	1.326e-01	1.326e-01
5	9	nan	nan	1.905e-01	2.415e-01	3.275e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	nan	2.626e-01	3.903e-01	3.903e-01
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	nan	2.337e-01	3.775e-01	3.775e-01
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	2.133e-01	2.167e-01	3.356e-01	4.295e-01
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	5.133e-01	6.732e-01	6.944e-01
