x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.1.00.fitness
0	0	-3.157e-03	-2.983e-03	-2.836e-03	-2.659e-03	-2.382e-03
0	1	-6.698e-03	3.544e-04	3.544e-04	5.196e-04	1.127e-03
0	2	4.122e-03	6.655e-03	6.655e-03	6.655e-03	7.020e-03
0	3	nan	1.428e-02	1.428e-02	1.572e-02	1.664e-02
0	4	nan	2.099e-02	2.682e-02	2.779e-02	2.779e-02
0	5	nan	3.183e-02	4.242e-02	4.242e-02	4.342e-02
0	6	nan	2.580e-02	6.229e-02	6.337e-02	6.337e-02
0	7	nan	nan	8.080e-02	8.421e-02	9.133e-02
0	8	nan	5.783e-02	1.168e-01	1.286e-01	1.286e-01
0	9	nan	nan	9.592e-02	9.675e-02	1.709e-01
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	1.531e-02
1	4	nan	2.788e-02	2.788e-02	2.788e-02	2.871e-02
1	5	nan	4.115e-02	4.115e-02	4.367e-02	4.483e-02
1	6	nan	5.950e-02	5.950e-02	6.194e-02	6.513e-02
1	7	nan	4.029e-02	6.560e-02	8.237e-02	8.775e-02
1	8	nan	3.908e-02	5.363e-02	5.606e-02	1.131e-01
1	9	nan	8.061e-02	1.044e-01	1.044e-01	1.675e-01
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	4.396e-02	4.396e-02	4.396e-02
2	6	nan	5.873e-02	6.055e-02	6.232e-02	6.621e-02
2	7	nan	6.682e-02	9.279e-02	9.279e-02	9.279e-02
2	8	nan	nan	1.033e-01	1.064e-01	1.107e-01
2	9	nan	9.738e-02	1.030e-01	1.512e-01	1.809e-01
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	7.600e-02	8.822e-02	9.167e-02	9.269e-02
3	8	nan	nan	1.248e-01	1.248e-01	1.276e-01
3	9	nan	9.007e-02	1.337e-01	1.337e-01	1.662e-01
4	0	nan	nan	nan	nan	nan
4	1	nan	nan	nan	nan	nan
4	2	nan	nan	nan	nan	nan
4	3	nan	nan	nan	nan	nan
4	4	nan	nan	nan	nan	nan
4	5	nan	nan	nan	nan	nan
4	6	nan	nan	nan	nan	nan
4	7	nan	nan	nan	nan	8.824e-02
4	8	nan	1.137e-01	1.216e-01	1.304e-01	1.304e-01
4	9	nan	1.121e-01	1.186e-01	1.657e-01	1.885e-01
5	0	nan	nan	nan	nan	nan
5	1	nan	nan	nan	nan	nan
5	2	nan	nan	nan	nan	nan
5	3	nan	nan	nan	nan	nan
5	4	nan	nan	nan	nan	nan
5	5	nan	nan	nan	nan	nan
5	6	nan	nan	nan	nan	nan
5	7	nan	nan	nan	nan	nan
5	8	nan	1.301e-01	1.301e-01	1.301e-01	1.315e-01
5	9	nan	1.551e-01	1.551e-01	2.143e-01	2.143e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	nan	nan	nan
6	2	nan	nan	nan	nan	nan
6	3	nan	nan	nan	nan	nan
6	4	nan	nan	nan	nan	nan
6	5	nan	nan	nan	nan	nan
6	6	nan	nan	nan	nan	nan
6	7	nan	nan	nan	nan	nan
6	8	nan	nan	nan	nan	nan
6	9	nan	1.628e-01	1.628e-01	1.817e-01	2.179e-01
7	0	nan	nan	nan	nan	nan
7	1	nan	nan	nan	nan	nan
7	2	nan	nan	nan	nan	nan
7	3	nan	nan	nan	nan	nan
7	4	nan	nan	nan	nan	nan
7	5	nan	nan	nan	nan	nan
7	6	nan	nan	nan	nan	nan
7	7	nan	nan	nan	nan	nan
7	8	nan	nan	nan	nan	nan
7	9	nan	1.899e-01	2.632e-01	2.632e-01	2.632e-01
8	0	nan	nan	nan	nan	nan
8	1	nan	nan	nan	nan	nan
8	2	nan	nan	nan	nan	nan
8	3	nan	nan	nan	nan	nan
8	4	nan	nan	nan	nan	nan
8	5	nan	nan	nan	nan	nan
8	6	nan	nan	nan	nan	nan
8	7	nan	nan	nan	nan	nan
8	8	nan	nan	nan	nan	nan
8	9	nan	2.069e-01	2.148e-01	2.193e-01	2.193e-01
9	0	nan	nan	nan	nan	nan
9	1	nan	nan	nan	nan	nan
9	2	nan	nan	nan	nan	nan
9	3	nan	nan	nan	nan	nan
9	4	nan	nan	nan	nan	nan
9	5	nan	nan	nan	nan	nan
9	6	nan	nan	nan	nan	nan
9	7	nan	nan	nan	nan	nan
9	8	nan	nan	nan	nan	nan
9	9	nan	nan	2.988e-01	2.988e-01	3.201e-01
