n.evals.q.1.0.	xor._.me.hebbian.network.best.quality.inconsistency	xor._.me.hebbian.network.best.quality.inconsistency.min	xor._.me.hebbian.network.best.quality.inconsistency.max	xor._.me.hebbian.layer.best.quality.inconsistency	xor._.me.hebbian.layer.best.quality.inconsistency.min	xor._.me.hebbian.layer.best.quality.inconsistency.max	xor._.me.hebbian.neuron.best.quality.inconsistency	xor._.me.hebbian.neuron.best.quality.inconsistency.min	xor._.me.hebbian.neuron.best.quality.inconsistency.max	xor._.me.hebbian.synapse.best.quality.inconsistency	xor._.me.hebbian.synapse.best.quality.inconsistency.min	xor._.me.hebbian.synapse.best.quality.inconsistency.max	xor._.me.freeForm.best.quality.inconsistency	xor._.me.freeForm.best.quality.inconsistency.min	xor._.me.freeForm.best.quality.inconsistency.max
1.000e+02	6.481e-01	5.354e-01	8.528e-01	8.175e-01	5.964e-01	8.644e-01	5.732e-01	2.677e-01	7.987e-01	6.746e-01	4.240e-01	7.562e-01	8.660e-01	8.352e-01	8.660e-01
2.000e+02	5.832e-01	4.430e-01	8.110e-01	8.166e-01	6.247e-01	8.620e-01	2.229e-01	1.522e-01	3.074e-01	5.632e-01	2.610e-01	6.821e-01	8.660e-01	8.346e-01	8.660e-01
3.000e+02	4.942e-01	3.748e-01	6.481e-01	7.568e-01	4.440e-01	8.448e-01	2.229e-01	1.399e-01	2.732e-01	4.110e-01	1.990e-01	4.588e-01	8.660e-01	8.000e-01	8.660e-01
4.000e+02	4.942e-01	3.748e-01	6.481e-01	7.568e-01	4.440e-01	8.448e-01	2.615e-01	1.995e-01	3.276e-01	2.667e-01	1.771e-01	4.321e-01	8.647e-01	8.000e-01	8.660e-01
5.000e+02	4.942e-01	3.748e-01	6.481e-01	6.492e-01	4.440e-01	8.361e-01	2.627e-01	2.034e-01	3.284e-01	2.758e-01	1.771e-01	4.309e-01	8.351e-01	7.850e-01	8.660e-01
6.000e+02	4.942e-01	3.748e-01	6.481e-01	6.303e-01	4.218e-01	8.175e-01	2.627e-01	2.234e-01	3.276e-01	2.758e-01	1.943e-01	3.472e-01	8.346e-01	7.599e-01	8.660e-01
7.000e+02	4.942e-01	3.748e-01	6.481e-01	6.247e-01	3.329e-01	8.166e-01	2.809e-01	2.234e-01	3.284e-01	2.901e-01	2.218e-01	3.472e-01	8.346e-01	7.599e-01	8.660e-01
8.000e+02	4.942e-01	3.748e-01	6.481e-01	5.515e-01	2.788e-01	8.117e-01	2.627e-01	2.224e-01	3.118e-01	2.811e-01	2.218e-01	3.195e-01	8.346e-01	7.599e-01	8.660e-01
9.000e+02	4.942e-01	3.748e-01	6.481e-01	4.440e-01	2.248e-01	7.548e-01	2.627e-01	2.224e-01	3.118e-01	2.978e-01	2.218e-01	3.460e-01	8.346e-01	7.141e-01	8.660e-01
1.000e+03	4.942e-01	3.748e-01	6.481e-01	4.396e-01	2.192e-01	6.419e-01	2.628e-01	2.234e-01	3.100e-01	2.961e-01	2.495e-01	3.208e-01	7.997e-01	7.141e-01	8.655e-01
1.100e+03	4.942e-01	3.748e-01	6.481e-01	4.394e-01	2.248e-01	6.247e-01	2.655e-01	2.245e-01	3.100e-01	2.875e-01	2.425e-01	3.208e-01	7.997e-01	7.141e-01	8.655e-01
1.200e+03	4.942e-01	3.748e-01	6.481e-01	3.839e-01	2.192e-01	6.247e-01	2.628e-01	2.245e-01	3.061e-01	2.978e-01	2.306e-01	3.293e-01	7.997e-01	7.134e-01	8.352e-01
1.300e+03	4.942e-01	3.748e-01	6.481e-01	4.394e-01	2.192e-01	6.247e-01	2.628e-01	2.245e-01	3.061e-01	3.119e-01	2.306e-01	3.293e-01	7.599e-01	5.067e-01	8.352e-01
1.400e+03	4.942e-01	3.748e-01	6.481e-01	3.839e-01	2.148e-01	5.884e-01	2.628e-01	2.234e-01	3.061e-01	3.149e-01	2.306e-01	3.472e-01	7.599e-01	5.067e-01	8.352e-01
1.500e+03	4.942e-01	3.748e-01	6.481e-01	3.839e-01	2.148e-01	5.884e-01	2.627e-01	2.224e-01	2.961e-01	3.177e-01	2.495e-01	3.415e-01	7.599e-01	4.591e-01	8.352e-01
1.600e+03	4.942e-01	3.748e-01	6.481e-01	3.839e-01	2.148e-01	5.884e-01	2.627e-01	2.224e-01	2.961e-01	3.177e-01	2.495e-01	3.415e-01	7.599e-01	3.402e-01	8.000e-01
1.700e+03	4.942e-01	3.748e-01	6.481e-01	4.262e-01	2.192e-01	5.884e-01	2.627e-01	2.224e-01	2.961e-01	3.184e-01	2.495e-01	3.567e-01	7.599e-01	4.436e-01	8.000e-01
1.800e+03	4.942e-01	3.748e-01	6.481e-01	4.262e-01	2.192e-01	5.884e-01	2.627e-01	2.165e-01	2.961e-01	3.180e-01	2.495e-01	3.555e-01	7.599e-01	3.836e-01	8.000e-01
1.900e+03	4.942e-01	3.748e-01	6.481e-01	4.262e-01	2.192e-01	5.884e-01	2.615e-01	2.153e-01	2.917e-01	3.142e-01	2.279e-01	3.472e-01	7.599e-01	3.836e-01	8.000e-01
2.000e+03	4.942e-01	3.748e-01	6.481e-01	3.839e-01	2.148e-01	5.699e-01	2.615e-01	2.153e-01	2.917e-01	3.149e-01	2.687e-01	3.555e-01	7.599e-01	2.612e-01	8.000e-01
2.100e+03	4.942e-01	3.748e-01	6.481e-01	3.795e-01	2.082e-01	5.273e-01	2.572e-01	2.077e-01	2.904e-01	3.149e-01	2.687e-01	3.555e-01	7.599e-01	2.612e-01	8.000e-01
2.200e+03	4.942e-01	3.748e-01	6.481e-01	3.795e-01	2.082e-01	5.273e-01	2.572e-01	2.077e-01	2.904e-01	3.149e-01	2.687e-01	3.555e-01	7.599e-01	4.162e-01	8.000e-01
2.300e+03	4.942e-01	3.748e-01	6.481e-01	3.329e-01	1.939e-01	5.273e-01	2.572e-01	2.077e-01	2.904e-01	3.149e-01	2.687e-01	3.555e-01	7.599e-01	2.607e-01	8.000e-01
2.400e+03	4.942e-01	3.748e-01	6.481e-01	3.329e-01	1.939e-01	5.273e-01	2.572e-01	2.077e-01	2.904e-01	3.180e-01	2.687e-01	3.706e-01	7.599e-01	2.607e-01	8.000e-01
2.500e+03	4.942e-01	3.748e-01	6.481e-01	3.795e-01	1.939e-01	5.273e-01	2.572e-01	2.077e-01	2.904e-01	3.180e-01	2.687e-01	3.706e-01	7.595e-01	2.607e-01	8.000e-01
2.600e+03	4.942e-01	3.748e-01	6.481e-01	3.795e-01	1.939e-01	5.273e-01	2.572e-01	2.077e-01	2.904e-01	3.180e-01	2.687e-01	3.706e-01	7.595e-01	2.607e-01	8.000e-01
2.700e+03	4.942e-01	3.748e-01	6.481e-01	3.795e-01	1.924e-01	5.273e-01	2.572e-01	2.077e-01	2.904e-01	3.149e-01	2.576e-01	3.555e-01	7.521e-01	2.607e-01	8.000e-01
2.800e+03	4.942e-01	3.748e-01	6.481e-01	2.956e-01	1.924e-01	5.273e-01	2.541e-01	2.040e-01	2.877e-01	3.149e-01	2.576e-01	3.555e-01	7.141e-01	2.607e-01	7.999e-01
2.900e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.914e-01	4.440e-01	2.541e-01	2.040e-01	2.877e-01	3.149e-01	2.576e-01	3.555e-01	7.141e-01	2.607e-01	7.999e-01
3.000e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.914e-01	4.440e-01	2.541e-01	2.040e-01	2.877e-01	3.179e-01	2.687e-01	3.555e-01	7.141e-01	3.723e-01	7.999e-01
3.100e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.914e-01	4.420e-01	2.541e-01	2.040e-01	2.877e-01	3.179e-01	2.687e-01	3.555e-01	6.522e-01	2.063e-01	7.605e-01
3.200e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.924e-01	4.420e-01	2.541e-01	2.040e-01	2.877e-01	3.149e-01	2.687e-01	3.555e-01	6.522e-01	2.063e-01	7.605e-01
3.300e+03	4.942e-01	3.748e-01	6.481e-01	2.956e-01	1.939e-01	4.420e-01	2.541e-01	2.040e-01	2.877e-01	3.149e-01	2.687e-01	3.555e-01	6.522e-01	1.716e-01	7.605e-01
3.400e+03	4.942e-01	3.748e-01	6.481e-01	2.956e-01	1.939e-01	4.420e-01	2.541e-01	2.040e-01	2.877e-01	3.149e-01	2.687e-01	3.555e-01	6.522e-01	1.716e-01	7.605e-01
3.500e+03	4.942e-01	3.748e-01	6.481e-01	2.956e-01	1.939e-01	4.420e-01	2.541e-01	2.040e-01	2.877e-01	3.149e-01	2.687e-01	3.555e-01	4.932e-01	8.642e-02	7.599e-01
3.600e+03	4.942e-01	3.748e-01	6.481e-01	2.956e-01	1.939e-01	4.420e-01	2.541e-01	2.040e-01	2.877e-01	3.179e-01	2.716e-01	3.555e-01	4.932e-01	5.006e-02	7.599e-01
3.700e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.939e-01	4.420e-01	2.483e-01	1.969e-01	2.840e-01	3.179e-01	2.716e-01	3.555e-01	4.932e-01	5.006e-02	7.599e-01
3.800e+03	4.942e-01	3.748e-01	6.481e-01	2.956e-01	1.939e-01	4.420e-01	2.483e-01	1.969e-01	2.840e-01	3.179e-01	2.716e-01	3.555e-01	4.932e-01	5.006e-02	7.599e-01
3.900e+03	4.942e-01	3.748e-01	6.481e-01	2.956e-01	1.939e-01	4.420e-01	2.483e-01	1.969e-01	2.840e-01	3.179e-01	2.716e-01	3.555e-01	4.932e-01	5.006e-02	7.599e-01
4.000e+03	4.942e-01	3.748e-01	6.481e-01	2.956e-01	1.939e-01	4.420e-01	2.483e-01	1.969e-01	2.840e-01	3.179e-01	2.716e-01	3.555e-01	4.932e-01	5.006e-02	7.599e-01
4.100e+03	4.942e-01	3.748e-01	6.481e-01	2.956e-01	1.939e-01	4.420e-01	2.483e-01	1.969e-01	2.840e-01	3.179e-01	2.716e-01	3.555e-01	4.932e-01	5.006e-02	7.599e-01
4.200e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.924e-01	4.405e-01	2.483e-01	1.969e-01	2.840e-01	3.179e-01	2.716e-01	3.555e-01	6.485e-01	5.006e-02	7.599e-01
4.300e+03	4.942e-01	3.748e-01	6.481e-01	2.652e-01	1.914e-01	4.398e-01	2.483e-01	1.969e-01	2.840e-01	3.149e-01	2.687e-01	3.555e-01	6.485e-01	5.006e-02	7.599e-01
4.400e+03	4.942e-01	3.748e-01	6.481e-01	2.652e-01	1.914e-01	4.398e-01	2.483e-01	1.969e-01	2.840e-01	3.149e-01	2.687e-01	3.555e-01	6.485e-01	5.006e-02	7.599e-01
4.500e+03	4.942e-01	3.748e-01	6.481e-01	2.652e-01	1.914e-01	4.398e-01	2.483e-01	1.969e-01	2.840e-01	3.149e-01	2.687e-01	3.555e-01	6.485e-01	3.283e-02	7.599e-01
4.600e+03	4.942e-01	3.748e-01	6.481e-01	2.652e-01	1.914e-01	4.398e-01	2.483e-01	1.969e-01	2.840e-01	3.149e-01	2.687e-01	3.555e-01	4.937e-01	1.269e-05	7.599e-01
4.700e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.924e-01	4.398e-01	2.483e-01	1.969e-01	2.840e-01	3.149e-01	2.687e-01	3.555e-01	4.937e-01	1.269e-05	7.599e-01
4.800e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.924e-01	4.398e-01	2.483e-01	1.969e-01	2.840e-01	3.142e-01	2.672e-01	3.472e-01	4.937e-01	1.269e-05	7.599e-01
4.900e+03	4.942e-01	3.748e-01	6.481e-01	2.652e-01	1.914e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.142e-01	2.672e-01	3.472e-01	4.937e-01	1.957e-01	7.599e-01
5.000e+03	4.942e-01	3.748e-01	6.481e-01	2.652e-01	1.914e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.142e-01	2.672e-01	3.472e-01	4.932e-01	1.269e-05	7.599e-01
5.100e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.914e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.142e-01	2.672e-01	3.472e-01	4.932e-01	1.269e-05	7.599e-01
5.200e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.914e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.142e-01	2.672e-01	3.706e-01	4.932e-01	1.269e-05	7.599e-01
5.300e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.836e-01	4.390e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.576e-01	3.706e-01	4.932e-01	1.269e-05	7.599e-01
5.400e+03	4.942e-01	3.748e-01	6.481e-01	2.788e-01	1.914e-01	4.390e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.576e-01	3.706e-01	4.932e-01	1.024e-05	7.599e-01
5.500e+03	4.942e-01	3.748e-01	6.481e-01	2.956e-01	1.914e-01	4.390e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.576e-01	3.706e-01	4.162e-01	1.024e-05	7.599e-01
5.600e+03	4.942e-01	3.748e-01	6.481e-01	3.048e-01	1.971e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.576e-01	3.706e-01	4.162e-01	1.024e-05	7.599e-01
5.700e+03	4.942e-01	3.748e-01	6.481e-01	3.048e-01	1.971e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.576e-01	3.706e-01	3.723e-01	1.024e-05	7.141e-01
5.800e+03	4.942e-01	3.748e-01	6.481e-01	3.048e-01	1.971e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	3.723e-01	1.024e-05	7.141e-01
5.900e+03	4.942e-01	3.748e-01	6.481e-01	3.048e-01	1.971e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	3.723e-01	1.024e-05	7.141e-01
6.000e+03	4.942e-01	3.748e-01	6.481e-01	3.048e-01	1.971e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	2.741e-01	1.024e-05	7.141e-01
6.100e+03	4.942e-01	3.748e-01	6.481e-01	3.048e-01	1.971e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	2.741e-01	1.024e-05	7.141e-01
6.200e+03	4.942e-01	3.748e-01	6.481e-01	3.048e-01	1.971e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	2.741e-01	1.024e-05	7.141e-01
6.300e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	2.741e-01	1.024e-05	7.141e-01
6.400e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	2.741e-01	1.024e-05	7.141e-01
6.500e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	2.741e-01	1.024e-05	7.141e-01
6.600e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.576e-01	3.472e-01	2.741e-01	1.024e-05	7.141e-01
6.700e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.576e-01	3.472e-01	2.741e-01	1.024e-05	7.141e-01
6.800e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.576e-01	3.472e-01	2.741e-01	1.024e-05	7.141e-01
6.900e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.576e-01	3.472e-01	2.741e-01	1.024e-05	7.141e-01
7.000e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	2.330e-01	1.024e-05	7.134e-01
7.100e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	2.330e-01	2.249e-08	7.134e-01
7.200e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.394e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	2.184e-01	2.249e-08	7.134e-01
7.300e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.390e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	2.115e-01	8.955e-09	5.762e-01
7.400e+03	4.942e-01	3.748e-01	6.481e-01	3.303e-01	2.148e-01	4.390e-01	2.483e-01	1.969e-01	2.840e-01	3.094e-01	2.569e-01	3.472e-01	2.096e-01	7.838e-09	5.762e-01
