x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen
0	0	nan	nan	5.250e-01	7.025e-03	8.542e-01	1.300e-02	8.750e-01	1.284e-02	8.750e-01	1.284e-02
0	1	nan	nan	7.083e-01	1.552e-02	8.750e-01	1.903e-02	8.750e-01	1.903e-02	8.750e-01	1.903e-02
0	2	nan	nan	8.750e-01	4.451e-02	8.750e-01	4.451e-02	8.750e-01	4.451e-02	8.750e-01	4.451e-02
0	3	nan	nan	8.750e-01	6.919e-02	8.750e-01	6.919e-02	8.750e-01	6.919e-02	8.750e-01	6.919e-02
0	4	nan	nan	8.542e-01	6.046e-02	8.750e-01	7.926e-02	8.750e-01	7.926e-02	8.750e-01	7.926e-02
0	5	nan	nan	8.542e-01	7.676e-02	8.542e-01	7.676e-02	8.542e-01	7.676e-02	8.750e-01	9.637e-02
0	6	nan	nan	8.750e-01	1.067e-01	8.750e-01	1.067e-01	8.750e-01	1.067e-01	8.750e-01	1.067e-01
0	7	nan	nan	7.500e-01	2.404e-02	7.708e-01	1.135e-01	7.708e-01	1.135e-01	7.708e-01	1.135e-01
0	8	nan	nan	5.208e-01	8.813e-02	6.667e-01	6.969e-02	6.667e-01	6.969e-02	7.500e-01	3.129e-02
0	9	1.458e-01	-1.980e-02	7.500e-01	3.732e-02	7.500e-01	3.732e-02	7.500e-01	3.732e-02	7.500e-01	3.732e-02
1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan	nan	nan	nan	8.750e-01	1.225e-01
1	4	nan	nan	nan	nan	8.750e-01	1.047e-01	8.750e-01	1.047e-01	8.750e-01	1.047e-01
1	5	nan	nan	8.958e-01	1.012e-01	8.958e-01	1.012e-01	8.958e-01	1.012e-01	8.958e-01	1.012e-01
1	6	nan	nan	8.750e-01	1.716e-01	8.750e-01	1.716e-01	8.750e-01	1.716e-01	8.750e-01	1.716e-01
1	7	nan	nan	8.750e-01	1.234e-01	8.750e-01	1.234e-01	8.750e-01	1.234e-01	8.750e-01	1.234e-01
1	8	nan	nan	8.750e-01	1.619e-01	8.750e-01	1.619e-01	8.750e-01	1.619e-01	8.750e-01	1.619e-01
1	9	5.833e-01	2.235e-01	8.750e-01	1.456e-01	8.750e-01	1.456e-01	8.750e-01	1.456e-01	8.750e-01	1.456e-01
2	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan	nan	8.750e-01	2.055e-01	8.750e-01	2.055e-01
2	7	nan	nan	nan	nan	nan	nan	8.750e-01	2.272e-01	8.750e-01	2.272e-01
2	8	nan	nan	8.750e-01	2.449e-01	8.750e-01	2.449e-01	8.750e-01	2.449e-01	8.750e-01	2.449e-01
2	9	4.583e-01	1.535e-01	8.750e-01	2.355e-01	8.750e-01	2.355e-01	8.750e-01	2.355e-01	8.750e-01	2.355e-01
3	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
