x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen
0	0	nan	nan	1.458e-01	-3.896e-04	5.333e-01	8.524e-03	5.333e-01	8.524e-03	8.667e-01	1.274e-02
0	1	nan	nan	5.833e-01	1.396e-02	5.833e-01	1.396e-02	5.833e-01	1.396e-02	8.750e-01	3.014e-02
0	2	nan	nan	4.583e-01	6.211e-03	5.833e-01	3.029e-02	5.833e-01	3.029e-02	8.750e-01	3.957e-02
0	3	nan	nan	4.583e-01	9.086e-03	5.833e-01	3.629e-02	5.833e-01	3.629e-02	8.750e-01	5.131e-02
0	4	nan	nan	5.833e-01	5.956e-02	5.833e-01	5.956e-02	5.833e-01	5.956e-02	8.750e-01	7.300e-02
0	5	nan	nan	5.792e-01	3.961e-02	5.833e-01	6.721e-02	6.458e-01	1.232e-02	8.542e-01	8.438e-02
0	6	nan	nan	5.833e-01	7.253e-02	5.833e-01	7.253e-02	7.500e-01	2.375e-02	8.750e-01	7.650e-02
0	7	nan	nan	5.833e-01	1.189e-01	5.833e-01	1.189e-01	5.833e-01	1.189e-01	7.500e-01	2.054e-02
0	8	nan	nan	4.583e-01	1.460e-02	5.833e-01	1.052e-01	7.500e-01	2.702e-02	7.500e-01	2.702e-02
0	9	2.708e-01	1.144e-01	5.833e-01	1.339e-01	5.833e-01	1.339e-01	7.500e-01	2.132e-02	7.500e-01	2.132e-02
1	0	nan	nan	1.458e-01	1.120e-10	1.458e-01	1.120e-10	1.458e-01	1.120e-10	1.458e-01	1.120e-10
1	1	nan	nan	1.458e-01	-5.744e-03	1.458e-01	-5.744e-03	1.458e-01	-5.744e-03	4.792e-01	4.748e-03
1	2	nan	nan	1.875e-01	-3.090e-03	4.583e-01	7.328e-03	4.792e-01	6.271e-03	4.792e-01	6.271e-03
1	3	nan	nan	4.583e-01	1.124e-02	4.583e-01	1.124e-02	4.792e-01	1.205e-02	4.792e-01	1.205e-02
1	4	nan	nan	4.583e-01	1.412e-02	4.583e-01	1.412e-02	4.583e-01	1.412e-02	8.750e-01	7.924e-02
1	5	nan	nan	4.583e-01	1.722e-02	4.583e-01	1.722e-02	4.583e-01	1.722e-02	8.750e-01	8.641e-02
1	6	nan	nan	4.583e-01	2.141e-02	5.958e-01	9.198e-02	5.958e-01	9.198e-02	8.958e-01	1.363e-01
1	7	nan	nan	4.583e-01	1.684e-02	5.833e-01	1.158e-01	5.833e-01	1.158e-01	8.750e-01	1.216e-01
1	8	nan	nan	4.583e-01	1.776e-02	5.917e-01	1.265e-01	5.917e-01	1.265e-01	8.750e-01	1.299e-01
1	9	1.458e-01	7.899e-03	6.042e-01	2.039e-01	6.042e-01	2.039e-01	7.500e-01	6.970e-02	8.750e-01	1.527e-01
2	0	nan	nan	1.458e-01	4.104e-13	1.458e-01	4.104e-13	2.000e-01	5.586e-07	2.000e-01	5.586e-07
2	1	nan	nan	2.292e-01	-6.658e-03	2.292e-01	-6.658e-03	2.500e-01	-2.694e-16	2.500e-01	-2.694e-16
2	2	nan	nan	1.875e-01	-4.870e-03	2.208e-01	-2.483e-16	2.708e-01	2.026e-07	2.708e-01	2.026e-07
2	3	nan	nan	2.292e-01	-9.803e-03	2.500e-01	1.106e-16	4.583e-01	1.264e-04	4.792e-01	1.229e-02
2	4	nan	nan	4.583e-01	1.421e-02	4.583e-01	1.421e-02	4.792e-01	1.457e-02	4.792e-01	1.457e-02
2	5	nan	nan	4.583e-01	1.452e-02	4.583e-01	1.452e-02	4.792e-01	1.780e-02	4.792e-01	1.780e-02
2	6	nan	nan	4.583e-01	2.021e-02	4.583e-01	2.021e-02	4.583e-01	2.021e-02	4.583e-01	2.021e-02
