x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen
0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan	nan	nan	nan	2.361e-01	1.036e-01
0	8	nan	nan	nan	nan	nan	nan	nan	nan	2.563e-01	1.357e-01
0	9	3.333e-01	3.130e-01	5.049e-01	4.117e-01	5.226e-01	4.201e-01	5.226e-01	4.201e-01	5.226e-01	4.201e-01
1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan	nan	nan	nan	2.184e-01	9.857e-02
1	8	nan	nan	nan	nan	nan	nan	nan	nan	4.493e-01	3.158e-01
1	9	3.226e-01	2.821e-01	5.177e-01	4.118e-01	5.177e-01	4.118e-01	5.226e-01	4.599e-01	5.483e-01	4.648e-01
2	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan	nan	nan	nan	4.865e-01	3.551e-01
2	9	3.993e-01	3.442e-01	5.063e-01	3.897e-01	5.333e-01	3.954e-01	5.358e-01	3.928e-01	5.535e-01	4.723e-01
3	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
