x	y	progress.rate.q.0.05.0.00.fitness	progress.rate.q.0.05.0.00.frozen	progress.rate.q.0.05.0.10.fitness	progress.rate.q.0.05.0.10.frozen	progress.rate.q.0.05.0.25.fitness	progress.rate.q.0.05.0.25.frozen	progress.rate.q.0.05.0.50.fitness	progress.rate.q.0.05.0.50.frozen	progress.rate.q.0.05.1.00.fitness	progress.rate.q.0.05.1.00.frozen
0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0	4	nan	nan	nan	nan	nan	nan	nan	nan	2.306e-01	8.076e-02
0	5	nan	nan	nan	nan	nan	nan	nan	nan	3.906e-01	1.078e-01
0	6	nan	nan	nan	nan	nan	nan	1.056e-01	6.429e-02	3.993e-01	1.297e-01
0	7	nan	nan	nan	nan	nan	nan	3.767e-01	1.453e-01	4.132e-01	1.582e-01
0	8	nan	nan	nan	nan	nan	nan	4.184e-01	1.903e-01	4.983e-01	1.810e-01
0	9	3.941e-01	3.148e-01	5.365e-01	3.649e-01	5.365e-01	3.649e-01	5.608e-01	4.153e-01	5.698e-01	4.117e-01
1	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan	nan	nan	nan	3.785e-01	1.342e-01
1	7	nan	nan	nan	nan	nan	nan	nan	nan	4.201e-01	1.497e-01
1	8	nan	nan	nan	nan	nan	nan	nan	nan	4.219e-01	1.987e-01
1	9	2.899e-01	3.149e-01	5.677e-01	4.336e-01	5.705e-01	4.494e-01	5.747e-01	4.505e-01	5.833e-01	4.565e-01
2	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2	9	7.639e-02	9.818e-02	5.708e-01	4.645e-01	5.708e-01	4.645e-01	5.747e-01	4.812e-01	5.816e-01	4.382e-01
